,2day_kahu,solan,kahu,arki,kasauli,kandaghat,90day_kahu,4day_kahu
630,2.8,0.0,0.0,0.0,0.0,0.0,0.72,0.7
631,1.7,11.8,1.7,0.0,1.0,0.0,7.4144444444444435,0.425
632,1.2,0.0,1.2,0.675,1.5,0.0,10.675555555555556,15.125
633,0.0,1.0,0.0,0.25,0.0,0.0,1.3299999999999998,0.0
634,35.2,7.6,9.8,38.6,18.5,18.625,1.5855555555555554,9.05
635,2.0000000000000018,0.0,1.5,5.0,4.5,3.1,8.268333333333334,0.5
636,1.8,2.4,1.8,5.0,2.0,10.1,5.481111111111111,1.575
637,4.2,0.0,4.2,2.8,9.5,4.6,3.905555555555555,10.75
638,0.0,0.0,0.0,10.4,0.0,0.0,7.132222222222222,0.0
639,72.5,0.0,31.0,54.0,0.0,0.0,1.7266666666666668,18.125
640,4.0,0.0,4.0,0.0,2.0,2.1,5.455555555555556,1.0
641,28.5,0.0,0.5,0.0,0.0,0.0,3.6566666666666663,7.125
642,4.0,0.0,4.0,0.0,0.0,0.0,5.525555555555556,1.45
643,0.0,6.3,0.0,14.2,0.0,0.0,1.3544444444444443,0.0
644,1.4,5.0,1.4,0.0,0.0,4.2,1.4211111111111112,2.6
645,0.0,7.7,0.0,2.2,1.0,12.0,3.1944444444444446,13.675
646,3.4,0.0,1.0,0.375,0.5,0.0,5.678888888888888,7.75
647,3.8,0.0,1.8,0.0,52.5,12.4,3.9188888888888886,3.950000000000004
648,0.5,20.8,0.5,0.0,40.0,11.8,6.613333333333334,1.0
649,9.000000000000002,7.5,0.0,0.0,0.0,6.0,8.368333333333334,2.75
650,1.3,1.0,1.3,0.0,2.0,2.2,3.3344444444444448,0.6750000000000009
651,6.8,0.0,0.0,0.0,0.0,0.0,4.925555555555556,1.7
652,17.4,0.0,10.0,0.0,1.0,0.0,3.485555555555556,5.400000000000001
653,2.0,0.0,1.5,1.0,2.0,0.0,3.868888888888889,0.5
654,8.5,12.2,0.5,5.8,4.5,0.0,4.74,22.25
655,0.0,3.0,0.0,20.0,0.0,5.75,3.3544444444444443,0.625
656,34.5,18.0,12.0,15.8,16.0,21.8,6.516666666666667,8.8
657,0.0,0.0,0.0,0.0,3.0,0.75,5.664444444444444,0.0
658,0.7,0.0,0.0,0.0,0.0,0.0,6.848888888888888,3.275
659,0.0,15.0,0.0,3.75,0.0,0.0,1.3299999999999998,0.85
660,14.5,18.4,14.5,0.0,13.0,0.0,1.915555555555556,6.125
661,0.0,0.0,0.0,0.0,9.0,0.0,6.624444444444444,7.925
662,10.0,21.2,2.5,0.0,30.5,12.2,5.222222222222222,7.3
663,15.4,0.0,2.0,0.0,0.0,0.0,0.9466666666666668,6.35
664,12.8,0.0,12.8,2.9,2.0,7.0,9.412222222222224,3.325
665,1.9,1.1,1.6,20.0,25.0,48.2,4.891111111111111,26.875
666,0.0,2.2,0.0,0.0,0.0,0.0,0.5755555555555555,0.0
667,0.8,0.0,0.0,0.0,0.0,0.0,2.11,0.2
668,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.2
669,0.0,13.8,0.0,0.0,20.0,8.45,3.836666666666667,0.6
670,0.0,12.6,0.0,0.0,18.5,1.4,5.891111111111112,0.6
671,1.0,0.0,1.0,4.0,13.5,3.2,5.241111111111111,0.25
672,13.0,0.0,0.0,0.0,0.5,0.0,5.2877777777777775,27.3
673,10.000000000000002,44.0,0.0,0.0,4.5,37.1,6.835000000000001,4.75
674,7.5,0.0,0.0,0.0,0.0,0.0,3.8455555555555554,12.95
675,47.5,3.4,1.5,0.0,0.0,1.3,6.413333333333334,20.6
676,31.4,3.3,21.0,7.4,13.0,33.2,6.262222222222222,7.85
677,2.5,0.0,2.5,0.0,13.0,0.0,6.278888888888889,5.875
678,9.7,10.2,9.7,41.8,18.5,20.1,1.012222222222222,2.8
679,6.0,0.0,4.7,0.0,0.0,0.0,1.6544444444444446,5.35
680,17.7,0.5,12.2,20.0,0.0,3.2,6.838888888888889,9.375
681,4.8,0.0,0.0,0.0,0.0,0.0,2.597777777777778,9.4
682,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.172222222222223,0.5
683,11.2,23.0,3.5,25.1,1.5,14.2,2.5866666666666664,4.5
684,3.7,7.0,0.0,0.0,22.5,0.0,3.86,3.425
685,14.6,13.2,13.2,15.0,12.0,13.35,5.778888888888889,13.925
686,21.8,0.0,21.8,18.0,1.5,0.0,3.3422222222222224,5.450000000000004
687,4.5,1.8,0.0,0.0,0.0,0.0,7.206666666666667,1.45
688,148.0,44.5,62.5,69.0,69.0,78.0,2.772222222222222,37.0
689,0.7,0.0,0.0,0.0,0.0,0.0,2.802222222222222,0.55
690,19.0,69.0,1.6,22.15,13.0,5.0,1.0688888888888888,4.75
691,25.3,9.7,7.5,34.4,14.0,10.6,3.8455555555555554,13.45
692,0.0,1.0,0.0,0.0,0.0,0.25,5.838888888888889,2.5
693,33.2,0.0,20.0,4.0,30.5,9.0,3.545555555555556,8.65
694,1.0,0.0,0.0,0.0,1.0,0.0,5.471111111111112,0.25
695,2.220446049250313e-16,1.0,0.0,0.0,0.0,0.0,7.121111111111111,5.551115123125783e-17
696,80.5,52.6,51.5,20.6,172.0,8.0,4.645555555555556,29.75
697,13.6,2.4,0.4,0.0,0.0,0.0,4.552222222222222,15.4
698,26.5,6.6,25.7,20.2,14.5,0.0,7.795000000000001,8.65
699,0.0,0.0,0.0,0.0,42.5,0.0,9.977777777777778,0.0
700,2.4000000000000004,0.6,1.6,4.0,38.0,0.0,8.279444444444444,1.25
701,87.5,0.0,0.0,0.0,0.0,0.0,6.946666666666667,23.125
702,81.5,15.4,13.5,13.625,16.0,9.6,2.482222222222222,20.75
703,28.4,71.2,22.0,51.95,77.0,37.6,3.1877777777777783,11.75
704,31.3,0.0,0.0,0.0,0.0,0.0,1.551111111111111,9.95
705,1.4,0.0,0.0,3.2,0.0,0.0,1.2766666666666668,0.35
706,5.5,37.0,5.5,0.0,20.5,34.0,7.353888888888889,1.375
707,105.6,76.2,24.6,56.0,92.0,75.2,5.014444444444445,26.9
708,1.8,1.0,0.0,0.0,0.0,0.0,4.591111111111111,0.45
709,17.5,1.6,0.0,1.95,0.0,6.2,2.3988888888888886,12.375
710,26.5,63.2,26.5,37.4,24.5,23.8,1.5711111111111111,6.625
711,1.5,0.0,1.5,0.0,1.5,0.75,2.143333333333333,0.75
712,41.9,0.0,0.0,0.0,0.0,0.0,7.487222222222223,14.725
713,0.0,6.2,0.0,9.4,0.5,26.0,3.161111111111111,13.675
714,2.2,4.9,0.7,0.0,1.5,2.0,2.802222222222222,0.55
715,9.0,13.7,9.0,19.2,0.0,2.1,4.001111111111111,3.3
716,8.1,0.0,1.5,11.8,1.0,28.0,8.069444444444445,3.025
717,23.2,0.0,0.0,0.0,0.0,3.2,2.1733333333333333,9.425
718,10.500000000000002,10.2,9.0,11.0,0.0,0.0,8.368333333333334,2.75
719,28.5,0.0,14.0,0.0,15.0,15.0,3.326666666666667,14.225
720,10.0,0.0,0.0,0.0,0.0,0.0,4.885555555555555,2.5
721,15.0,0.0,15.0,4.0,0.0,0.0,7.913333333333334,8.125
722,10.0,7.8,10.0,15.0,35.0,16.95,3.4855555555555555,2.5
723,1.0,0.6,1.0,0.0,0.0,0.4,3.847777777777778,0.25
724,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,7.067777777777777,5.551115123125783e-17
725,10.0,0.0,0.0,0.0,0.0,0.0,5.838888888888889,2.5
726,64.5,34.6,30.0,110.2,64.5,65.0,10.26,18.625
727,5.7,1.4,3.2,10.4,3.0,0.4,3.743333333333333,6.000000000000004
728,0.0,1.4,0.0,0.0,0.0,0.0,7.292777777777778,0.0
729,20.5,1.2,0.5,2.425,8.0,0.0,1.5577777777777777,5.125
730,40.7,43.8,37.7,56.4,45.0,6.5,5.923333333333334,10.425
731,13.7,0.0,0.0,0.0,0.0,27.0,1.8644444444444448,4.049999999999999
732,1.4,14.0,1.4,7.1,13.0,23.4,3.1766666666666663,0.35
733,3.0000000000000018,29.2,3.0,2.0,43.5,35.2,6.8627777777777785,3.25
734,1.4,0.0,0.0,0.0,0.0,0.0,5.443333333333333,1.325
735,68.0,38.0,68.0,44.875,60.0,13.5,2.3322222222222218,17.425
736,0.0,0.0,0.0,0.0,0.5,0.0,5.411111111111111,2.5
737,24.9,0.0,0.3,14.0,6.5,1.1,4.873333333333334,26.85
738,0.0,0.0,0.0,1.0,0.5,0.0,8.006666666666668,0.475
739,0.0,1.4,0.0,0.0,9.0,1.2,1.5711111111111111,0.0
740,3.0,7.2,3.0,11.4,2.5,2.8,5.635555555555555,5.7
741,35.5,7.6,4.5,0.0,6.0,0.0,1.1122222222222222,8.875
742,4.5,0.0,0.0,0.0,0.0,0.0,6.125555555555555,1.125
743,2.7,0.8,0.8,14.0,6.5,2.0,8.261666666666667,0.85
744,13.7,5.0,12.5,17.0,43.0,17.8,9.045555555555556,3.425
745,8.2,0.0,5.5,0.0,9.0,0.4,8.293333333333335,12.875
746,5.551115123125783e-17,10.0,0.0,0.0,0.0,0.0,1.4166666666666667,0.125
747,0.0,0.0,0.0,0.0,12.0,0.0,3.7233333333333336,17.049999999999997
748,14.0,7.0,9.8,0.0,20.5,9.325,5.21,14.225
749,1.4,0.0,1.4,0.0,0.0,0.0,3.3200000000000003,3.975000000000001
750,20.0,7.4,20.0,13.6,23.5,6.9,2.0711111111111107,5.8
751,0.0,0.0,0.0,0.0,5.5,3.6,1.5711111111111111,6.625
752,30.4,14.2,30.4,10.0,16.0,8.1,3.1366666666666667,11.875
753,8.2,0.0,0.0,0.0,0.0,0.0,1.1277777777777778,2.65
754,39.0,3.0,0.0,4.2,0.0,1.8,2.9833333333333334,15.5
755,9.0,0.0,0.0,0.0,0.0,0.0,1.5977777777777775,2.25
756,4.2,0.0,0.0,0.0,0.0,0.0,1.4977777777777777,3.05
757,4.8,0.0,2.0,1.3,22.5,0.0,1.4077777777777776,1.2
758,19.6,4.0,4.8,6.075,15.5,0.0,8.983333333333333,4.9
