date,Kahu,Kandaghat,Kasauli,Solan,Arki
28-01-2012,0,0,0,0,0
29-01-2012,0,0,0,0,0
30-01-2012,0,0,0,0,0
31-01-2012,0,0,0,0,0
01-02-2012,0,0,0,0,0
02-02-2012,0,0,0,0,0
03-02-2012,0,0,0,0,0
04-02-2012,0,0,0,0,0
05-02-2012,8.4,0,5.2,4,6
06-02-2012,0,0,0,0,0
07-02-2012,0,0,0,0,0
08-02-2012,1,0,13,3.2,4
09-02-2012,0,0,0,0,0
10-02-2012,0,0,0,0,0
11-02-2012,0,0,0,0,0
12-02-2012,0,0,0,0,0
13-02-2012,1.9,1.4,0,0,0
14-02-2012,2.1,0,0,1.4,0
15-02-2012,0,0,0,0,0
16-02-2012,0,0,0,0,0
17-02-2012,0,0,0,0,0
18-02-2012,0,0,0,0,0
19-02-2012,0,0,0,0,0
20-02-2012,0,0.5,0,0,2
21-02-2012,0.5,1.2,0,0.6,0
22-02-2012,0,0,0,0,0
23-02-2012,0,0,0,0,0
24-02-2012,0,0,0,0,0
25-02-2012,0,0,0,0,0
26-02-2012,0,0,0,0,0
27-02-2012,0,0,0,0,0
28-02-2012,0,0,0,0,0
29-02-2012,0,0,0,0,0
01-03-2012,0,0,0,0,0
02-03-2012,0,0,0,0,0
03-03-2012,0,0,0,0,0
04-03-2012,0,0,0,0,0
05-03-2012,0,2.4,0,0.6,0
06-03-2012,0.5,4.2,6.5,18.6,2.8
07-03-2012,0,0,0,0.6,0
08-03-2012,0,0,0,0,0
09-03-2012,0,0,0,0,0
10-03-2012,0,0,0,0,0
11-03-2012,0,0,0,0,0
12-03-2012,0,0,0,0,0
13-03-2012,1.5,0,2.5,0,0
14-03-2012,0,0,0,0,0
15-03-2012,0,0,0,0,0
16-03-2012,0,0,0,0,0
17-03-2012,0,0,0,0,0
18-03-2012,0,0,0,0,0
19-03-2012,0,0,0,0,0
20-03-2012,0,0,0,0,0
21-03-2012,0,0,0,0,0
22-03-2012,0,0,0,0,0
23-03-2012,0,0,0,0,0
24-03-2012,0,0,0,0,0
25-03-2012,0,0,0,0,0
26-03-2012,0,0,0,0,0
27-03-2012,0,0,0,0,0
28-03-2012,0,0,0,0,0
29-03-2012,0,0,0,0,0
30-03-2012,0,0,0,0,0
31-03-2012,0,0,0,0,0
01-04-2012,0,0,0,0,0
02-04-2012,0,0,0,0,0
03-04-2012,0,0,0,0,0
04-04-2012,0,0,0,0,0
05-04-2012,0,0,0,0,0
06-04-2012,2.3,0.775,0,0.8,0
07-04-2012,0,0,0,0,0
08-04-2012,0,0,0,0,0
09-04-2012,0,0,0,0,0
10-04-2012,0,0,0,0,0
11-04-2012,6.9,8.4,3,7.3,0.2
12-04-2012,5,9.8,25.6,10.3,0
13-04-2012,0,0,0,1.2,0
14-04-2012,0,6.3,0,0.4,0
15-04-2012,16,4.2,4.5,9.2,0
16-04-2012,0,0,0,0,0
17-04-2012,2.5,3.4,0,6.4,0.2
18-04-2012,0,0,0,0,0
19-04-2012,0,0,0,0,0
20-04-2012,0,0,0,0,0
21-04-2012,0,0,0,0,0
22-04-2012,0,0,0,0,0
23-04-2012,8,14.8,10.5,3.7,4
24-04-2012,0,0,0,0,0
25-04-2012,0,0,0,0,0
26-04-2012,4.3,1,0,7,4.1
27-04-2012,0,0,2.5,0,0
28-04-2012,0,0,0,0,0
29-04-2012,0.9,1.2,5.2,7,0
30-04-2012,0.4,6.6,6.5,2.4,0
01-05-2012,0,0,0,0,0
02-05-2012,0,0,0,0,0
03-05-2012,0,0,0,0,0
04-05-2012,0,0,0,0,0
05-05-2012,0,0,0,0,0
06-05-2012,0,0,0,0,0
07-05-2012,0,0,0,0,0
08-05-2012,0,0,0,0,0
09-05-2012,0,0,0,0,0
10-05-2012,0,0,0,0,0
11-05-2012,0,0,0,0,0
12-05-2012,2.5,14.2,0.5,1,0.4
13-05-2012,0,0,0,0,0
14-05-2012,0,0,0,0,0
15-05-2012,0,0,0,0,0
16-05-2012,0,0,0,0,0
17-05-2012,0,0,0,0,0
18-05-2012,0,0,0,0,0
19-05-2012,0,0,0,0,0
20-05-2012,0,0,0,0,0
21-05-2012,1.5,1.2,0,1,0
22-05-2012,0,0,0,0,0
23-05-2012,0,0,0,0,0
24-05-2012,0,0,0,0,0
25-05-2012,0,0,0,0,0
26-05-2012,0,0,0,0,0
27-05-2012,0,0,0,0,0
28-05-2012,0,0,0,0,0
29-05-2012,0,0,0,0,0
30-05-2012,0,0,0,0,0
31-05-2012,0,0,0,0,0
01-06-2012,0,0,0,0,0
02-06-2012,0,0,0,0.5,0
03-06-2012,0,0,0,0,0
04-06-2012,0,0,0,0,0
05-06-2012,0,0,0,2.2,0
06-06-2012,9.5,16,7,6.6,0.3
07-06-2012,0,0,0,0,0
08-06-2012,0,16.8,0,0,0
09-06-2012,0,0,0,0,0
10-06-2012,0,0,0,0,0
11-06-2012,0,0,0,0,0
12-06-2012,0,0,0,0,0
13-06-2012,0,0,0,0,0
14-06-2012,0,0,0,0,0
15-06-2012,0,0,0,0,0
16-06-2012,0,0,0,0,0
17-06-2012,0,0,0,0,0
18-06-2012,0,0,0,0,0
19-06-2012,0,0,0,0,0
20-06-2012,0,0,0,0,0
21-06-2012,0,0,0,0,0
22-06-2012,0,0,0,0,0
23-06-2012,0,0,0,0,0
24-06-2012,10,0,0,0,2
25-06-2012,13.4,9,0,10,0
26-06-2012,2,0,0,0,0
27-06-2012,0,0,0,0,0
28-06-2012,0,0,0,0,0
29-06-2012,0,0,0,0,0
30-06-2012,0,0,0,0,0
01-07-2012,0,0,0,0,0
02-07-2012,0,0,12.5,22.2,0
03-07-2012,0,0,6,0,0
04-07-2012,41.5,1,0,2.8,5
05-07-2012,31,0,0,0,54
06-07-2012,20.2,8.6,32.5,15,0.9
07-07-2012,70,23,57,34.8,65
08-07-2012,6.2,17.1,10.5,12.8,60
09-07-2012,18.6,0,0,0,0
10-07-2012,0,13.2,17.5,55.2,10
11-07-2012,6.4,21.4,28,7,0
12-07-2012,22,37.6,77,71.2,51.95
13-07-2012,14.5,20.8,16.5,2.4,49.2
14-07-2012,14,15,15,0,0
15-07-2012,0.5,25,25,0,0
16-07-2012,0,0,2.5,0,0
17-07-2012,1.4,0,0,0,0
18-07-2012,0,0,0,0,0
19-07-2012,1.3,2.2,2,1,0
20-07-2012,0,0,0,0,0
21-07-2012,4.2,4.6,12,63,3.8
22-07-2012,0,2.6,3,1.4,0
23-07-2012,7.4,0.4,0,0,18.1
24-07-2012,10,0,1,0,0
25-07-2012,38.8,21.4,23,1.4,46
26-07-2012,0,0,0,0,0
27-07-2012,0,7.6,24.5,9.4,0
28-07-2012,4.2,4.6,9.5,0,2.8
29-07-2012,0,0,4.5,3,0
30-07-2012,0,0,0,0,0
31-07-2012,9,2.1,0,13.7,19.2
01-08-2012,2.4,28.2,7.5,20.1,10.4
02-08-2012,1.5,4.8,0,1.4,2
03-08-2012,6.5,4.4,3.5,0,4
04-08-2012,66,0,0,13.1,30
05-08-2012,0,1.4,8,0,0
06-08-2012,0,0,0,0,0
07-08-2012,0,0,0,0,0
08-08-2012,6.8,4.4,4,5.3,11
09-08-2012,0,0,0,0,0
10-08-2012,19.2,22.6,7,18.4,0
11-08-2012,7.5,7.8,10.5,1.2,0
12-08-2012,2.5,12.2,30.5,21.2,0
13-08-2012,0,0,0,0,19
14-08-2012,1.8,7.2,36.5,44.2,0
15-08-2012,15.8,45.2,21.5,39.7,0
16-08-2012,22,0,0,0,60
17-08-2012,0,0,6.5,0,0
18-08-2012,39,7.3,1.5,4.1,2.4
19-08-2012,69,0,2.5,1,20
20-08-2012,75,7.3,80,10.2,20.3
21-08-2012,10.4,8.1,22.5,4.2,20.4
22-08-2012,18.5,12,24.5,17.6,100.4
23-08-2012,4.8,2.3,4,2.7,17
24-08-2012,28,72.4,31.5,3.4,31
25-08-2012,18.5,18.75,0.5,0,56
26-08-2012,24.3,14,55.5,22.2,31
27-08-2012,4,16.1,22.5,16.4,21.4
28-08-2012,3,5.4,4.5,7.2,10.4
29-08-2012,0,12.8,30,7.4,2
30-08-2012,0,0,0,0,0
31-08-2012,7.3,0.8,17.5,8.8,5
01-09-2012,0,0,0,0,0
02-09-2012,0,0,0,0,0
03-09-2012,1.2,1.2,0,0,0
04-09-2012,12.5,17.8,43,5,17
05-09-2012,1.2,0,8,0,2.2
06-09-2012,0,36.8,0,0,0
07-09-2012,0,0,1,0,0
08-09-2012,18.5,11.2,8.5,23.2,0
09-09-2012,0,0.8,0,1,13.8
10-09-2012,0,0,0,0,20
11-09-2012,0,0,0,0,0
12-09-2012,0.5,19.2,8,13.8,1.8
13-09-2012,0,1.8,19.5,0.7,5.4
14-09-2012,12.8,7,2,0,2.9
15-09-2012,1.8,2.2,0,4.6,1.1
16-09-2012,0,2,0.5,0.6,0
17-09-2012,10,7.4,11,14.5,6.4
18-09-2012,34.5,14.2,71,13.8,4.4
19-09-2012,30,65,64.5,34.6,110.2
20-09-2012,0,0,0,0,0
21-09-2012,0,0,0,0,0
22-09-2012,0,0,1,0,0
23-09-2012,0,0,0,0,0
24-09-2012,0,0,0,0,0
25-09-2012,0,0,42.5,0,0
26-09-2012,0,0,0,0,0
27-09-2012,0,0,0,0,0
28-09-2012,0,0,0,0,0
29-09-2012,0,0,0,0,0
30-09-2012,0,0,0,0,0
01-10-2012,0,0,0,0,0
02-10-2012,0,0,0,0,0
03-10-2012,0,0,0,0,0
04-10-2012,0,0,0,0,0
05-10-2012,0,0,0,0,0
06-10-2012,0,0,0,0,0
07-10-2012,0,0,0,0,0
08-10-2012,0,0,0,0,0
09-10-2012,0,0,0,1.8,0
10-10-2012,0,0,0,0,0
11-10-2012,0,0,0,0,0
12-10-2012,0,0,0,0,0
13-10-2012,0,0,0,0,0
14-10-2012,0,0,0,0,0
15-10-2012,0,0,0,0,0
16-10-2012,0,0,0,0,0
17-10-2012,0,0,0,0,0
18-10-2012,0,0,0,0,0
19-10-2012,0,0,0,0,0
20-10-2012,0,0,0,0,0
21-10-2012,0,0,0,0,0
22-10-2012,0,0,0,0,0
23-10-2012,0,0,0,0,0
24-10-2012,5.5,0,0,1.7,0
25-10-2012,0,0,0,0,0
26-10-2012,0,0,0,0,0
27-10-2012,0,0,0,0,0
28-10-2012,0,0,0,0,0
29-10-2012,0,0,0,0,0
30-10-2012,0,0,0,0,0
31-10-2012,0,0,0,0,0
01-11-2012,0,0,0,0,0
02-11-2012,0,0,0,0,0
03-11-2012,0,0,0,0,0
04-11-2012,0,0,0,0,0
05-11-2012,0,0,0,0,0
06-11-2012,0,0,0,0,0
07-11-2012,0,0,0,0,0
08-11-2012,0,0,0,0,0
09-11-2012,0,0,0,0,0
10-11-2012,0,0,0,0,0
11-11-2012,0,0,0,0,0
12-11-2012,0,0,0,0,0
13-11-2012,0,0,0,0,0
14-11-2012,0,0,0,0,0
15-11-2012,0,0,0,0,0
16-11-2012,0,0,0,0,0
17-11-2012,0,0,0,0,0
18-11-2012,0,0,0,0,0
19-11-2012,0,0,0,0,0
20-11-2012,0,0,0,0,0
21-11-2012,0,0,0,0,0
22-11-2012,0,0,0,0,0
23-11-2012,0,0,0,0,0
24-11-2012,0,0,0,0,0
25-11-2012,0,0,0,0,0
26-11-2012,0,0,0,0,0
27-11-2012,0,0,0,0,0
28-11-2012,0,0,0,0,0
29-11-2012,0,0,0,0,0
30-11-2012,3,2.8,2,3.9,0
01-12-2012,0,0,0,0,0
02-12-2012,0,0,0,0,0
03-12-2012,0,0,0,0,0
04-12-2012,0,0,0,0,0
05-12-2012,0,0,0,0,0
06-12-2012,0,0,0,0,0
07-12-2012,0,0,0,0,0
08-12-2012,0,0,0,0,0
09-12-2012,0,0,0,0,0
10-12-2012,0,0,0,0,0
11-12-2012,0.5,6,2,3,0
12-12-2012,6.5,3.6,0,2.6,4.2
13-12-2012,0,0,0,0,0
14-12-2012,8.8,14.6,15.5,12.8,12.2
15-12-2012,0,0,0,0,0
16-12-2012,0,1.2,0,1.2,0
17-12-2012,0,0,0,0,0
18-12-2012,0,0,0,0,0
19-12-2012,0,0,0,0,0
20-12-2012,0,0,0,0,0
21-12-2012,0,0,0,0,0
22-12-2012,0,0,0,0,0
23-12-2012,0,0,0,0,0
24-12-2012,0,0,0,0,0
25-12-2012,0,0,0,0,0
26-12-2012,0,0,0,0,0
27-12-2012,0,0,0,0,0
28-12-2012,0,0,0,0,0
29-12-2012,0,0,0,0,0
30-12-2012,0,0,0,0,0
31-12-2012,0,0,0,0,0
01-01-2013,0,0,0,0,0
02-01-2013,0,0,0,0,0
03-01-2013,0,0,0,0,0
04-01-2013,0,0,0,0,0
05-01-2013,0,0,0,0,0
06-01-2013,0,0,0,0,0
07-01-2013,0,0,0,0,0
08-01-2013,0,0,0,0,0
09-01-2013,0,0,0,0,0
10-01-2013,0,0,0,0,0
11-01-2013,0,0,0,0,0
12-01-2013,0,0,0,0,0
13-01-2013,0,0,0,0,0
14-01-2013,0,0,0,0,0
15-01-2013,0,0,0,0,0
16-01-2013,0,0,0,0,0
17-01-2013,0,0,0,0,0
18-01-2013,34.8,80.2,0.5,56.8,45.4
19-01-2013,38.2,45.6,0,55.4,50
20-01-2013,2.3,0,0,1.4,0
21-01-2013,0,0,0,0,0
22-01-2013,0,0,0,0,0
23-01-2013,0,0,0,0,0
24-01-2013,0,0,0,0,0
25-01-2013,0,0,0,0,0
26-01-2013,0,0,0,0,0
27-01-2013,0,0,0,0,0
28-01-2013,0,0,0,0,0
29-01-2013,0,0,0,0,0
30-01-2013,0,0,0,0,0
31-01-2013,0,0,0,0,0
01-02-2013,0,0,0,0,0
02-02-2013,0,0,0,0,0
03-02-2013,0,0,0,0,0
04-02-2013,8.5,11.4,1.5,10,11.4
05-02-2013,14,28.8,10.5,24.8,18.4
06-02-2013,77.5,97.2,82,72.4,57
07-02-2013,0.8,10,0,14,0
08-02-2013,0,0,0,0,0
09-02-2013,0,0,0,0,0
10-02-2013,0,0,0,0,0
11-02-2013,0,0,0,0,0
12-02-2013,0,0,0,0,0
13-02-2013,0,0,0,0,0
14-02-2013,0,0,0,0,0
15-02-2013,0,0,0,0,0
16-02-2013,14,8.4,13,8.1,6
17-02-2013,9,9.8,12.5,10.2,9.6
18-02-2013,1.3,2,0,0,0
19-02-2013,0,0,0,0,0
20-02-2013,0,0,0,0,0
21-02-2013,0,0,0,0,0
22-02-2013,0.8,10.2,6.5,6.2,3.4
23-02-2013,13,14.6,5.5,13.8,26.4
24-02-2013,23.4,18.75,18,17.4,16.2
25-02-2013,0,0,0,0,0
26-02-2013,0,0,0,0,0
27-02-2013,14,6.4,2.5,6.4,12.2
28-02-2013,10,0,2.5,1,0
01-03-2013,0,0,0,0,0
02-03-2013,0,0,0,0,0
03-03-2013,0,0,0,0,0
04-03-2013,0,0,0,0,0
05-03-2013,0,0,1,0,0
06-03-2013,0,0,0,0,0
07-03-2013,0,0,0,0,0
08-03-2013,0,0,0,0,0
09-03-2013,0,0,0,0,0
10-03-2013,0,0,0,0,0
11-03-2013,0,0,0,0,0
12-03-2013,0,0,0,0,0
13-03-2013,0,0,0,0,0
14-03-2013,8.5,12.6,4,16.8,13.4
15-03-2013,7.5,26,13.5,22.2,16.2
16-03-2013,0,0,0,0,0
17-03-2013,0,0,0,0,0
18-03-2013,0,0,0,0,0
19-03-2013,0,0,0,0,0
20-03-2013,0,0,0,0,0
21-03-2013,0,0,0,0,0
22-03-2013,0,0,0,0,0
23-03-2013,0,0,0,0,0
24-03-2013,17.7,8.2,1.5,11.6,15.2
25-03-2013,9.5,16.8,3,20.8,25.2
26-03-2013,0,0,0,0,0
27-03-2013,0,0,0,0,0
28-03-2013,0,0,0,0,0
29-03-2013,0,0,1,3.2,4.2
30-03-2013,0,25,1,11,0
31-03-2013,0,0,0,0,0
01-04-2013,0,0,0,0,0
02-04-2013,0,0,0,0,0
03-04-2013,0,0,0,0,0
04-04-2013,0,0,0,0,6.2
05-04-2013,0,0,0,0,0
06-04-2013,0,0,0,0,0
07-04-2013,0,0,0,0,0
08-04-2013,0,0,0,0,0
09-04-2013,0,0,0,0,0
10-04-2013,0,0,0,0,0
11-04-2013,0,0,0,0,0
12-04-2013,0,0,0,3.2,0
13-04-2013,0,0,0,0,0
14-04-2013,0,0,0,0,0
15-04-2013,0,0,0,0,0
16-04-2013,0,0,0,0,0
17-04-2013,0,0,0,0,0
18-04-2013,0,0,0,0,0
19-04-2013,0,0,0,0,0
20-04-2013,0,0,0,0,0
21-04-2013,0,0,0,0,0
22-04-2013,0,0,0,0,0
23-04-2013,0,0,0,0,0
24-04-2013,0,0,0,0,0
25-04-2013,0,0,0,0,0
26-04-2013,0,0,0,0,0
27-04-2013,0.1,4.4,2,2.2,0
28-04-2013,0,0,0,0,0
29-04-2013,0,0,0,0,0
30-04-2013,0,0,0.5,0,0
01-05-2013,0,0,0,0,0
02-05-2013,0,0,0,0,0
03-05-2013,0,0,0,0,0
04-05-2013,0,0,0,0,0
05-05-2013,0,0,0,0,0
06-05-2013,0,0,0,0,0
07-05-2013,0,0,0,1.4,0
08-05-2013,0,0,0,0,0
09-05-2013,0,0,0,0,0
10-05-2013,0,0,0,0,0
11-05-2013,0,0,0,0,0
12-05-2013,9.4,25.4,0,15.4,7.2
13-05-2013,0.9,8.2,1.5,8,12.4
14-05-2013,0,0,0,0,0
15-05-2013,0,0,0,0,0
16-05-2013,0,0,0,0,0
17-05-2013,0,0,0,0,0
18-05-2013,0,0,0,0,0
19-05-2013,0,0,0,0,0
20-05-2013,0,0,0,0,0
21-05-2013,0,0,0,0,0
22-05-2013,0,0,0,0,0
23-05-2013,0,0,0,0,0
24-05-2013,0,0,0,0,0
25-05-2013,0,0,0,0,0
26-05-2013,0,0,0,0,0
27-05-2013,3,0,0,0,0
28-05-2013,16.4,6.2,2,10.4,4.4
29-05-2013,0,0,0,0,0
30-05-2013,0,0,0,0,0
31-05-2013,0,0,0,10.7,0
01-06-2013,0,0,0,0,0
02-06-2013,0,0,0,0,0
03-06-2013,0,0,0,0,0
04-06-2013,5,12.8,0,13.4,9
05-06-2013,0,0,0,0,0
06-06-2013,0,0,0,0,0
07-06-2013,0,15.2,6,2.8,0
08-06-2013,0,3.4,0,1,0
09-06-2013,0,0,0,0,0
10-06-2013,0,0,0,0,0
11-06-2013,0,0,0,0,0
12-06-2013,2.8,36,8.5,29.4,70.4
13-06-2013,0,0,0,0,0
14-06-2013,68,61.8,72,52,72.7
15-06-2013,47,38.2,26.5,11,80.5
16-06-2013,41.5,18.2,75.5,39.8,43.75
17-06-2013,0.4,9.2,42.5,23.2,60.4
18-06-2013,11.5,9.8,17,1.4,8.2
19-06-2013,0,0,0,0,0
20-06-2013,0,0,0,0,0
21-06-2013,0,0,0,0,0
22-06-2013,0,0,0,0,0
23-06-2013,0,0,0,0,0
24-06-2013,0.5,6.4,0,3.4,10.1
25-06-2013,0,4,0,0,21.8
26-06-2013,17.5,52.2,12.5,19.4,47.6
27-06-2013,5.5,2.6,3.5,7.3,30.2
28-06-2013,39,85.5,53.5,43.2,16.4
29-06-2013,0,1.8,0,3,4.2
30-06-2013,5.2,3.8,0,1.8,0
01-07-2013,0,0,0,0,0
02-07-2013,0,0,0,0,0
03-07-2013,19,0,22.5,27.6,53.2
04-07-2013,0,0,0,0,0
05-07-2013,0,0,0,0.5,0
06-07-2013,0.5,0,1,0,2.4
07-07-2013,23.5,15.8,41,24.4,0
08-07-2013,0,22.6,0,30.4,11.2
09-07-2013,19.2,14.8,12,6.6,27.6
10-07-2013,6.5,0,0,0,16.8
11-07-2013,14,0,0,0,3.4
12-07-2013,0,0,0,0,0
13-07-2013,1,0,0,0,0
14-07-2013,1,1.4,9,0,0
15-07-2013,15.5,0,0,0,34
16-07-2013,36,24.8,8,12.6,3.2
17-07-2013,32.5,31,5.8,4,24.4
18-07-2013,0,0,3.5,5.2,0
19-07-2013,0,0,7.2,0,0
20-07-2013,21.9,3.1,4.5,16.2,0
21-07-2013,0.6,1.4,0,0,0
22-07-2013,2.4,8,51,14,0
23-07-2013,0,1.8,0,0,0
24-07-2013,0,0.8,23.5,6.8,0
25-07-2013,0.8,26.8,32.5,5.2,0
26-07-2013,0,0.2,3.5,0,0
27-07-2013,3,12.8,0,5.6,0
28-07-2013,0,4.4,0,0,0
29-07-2013,8,1.2,0,0,0
30-07-2013,0,0,12.5,0,0
31-07-2013,0,0,0,0,0
01-08-2013,4.5,2.8,0,3.4,0
02-08-2013,0.9,0.2,0,5.8,0
03-08-2013,0,14,0,1.2,0
04-08-2013,19.8,17.4,0,6.4,0
05-08-2013,0,0,9,0,0
06-08-2013,0,17.4,7.2,6.5,0
07-08-2013,3,2.8,2.5,7.2,11.4
08-08-2013,31.9,2.4,23,7.2,23.4
09-08-2013,46,27,11.5,19.6,0
10-08-2013,1.5,1.3,0,3.4,0
11-08-2013,0.9,0.4,7.5,9.6,0
12-08-2013,0.8,1.2,10.5,11.6,13.6
13-08-2013,0,0,0,1,0
14-08-2013,0.6,0.8,0,0,0
15-08-2013,19.2,0,3,0,4.2
16-08-2013,5.5,5.8,7.5,7,8.2
17-08-2013,12.2,3.2,0,0.5,20
18-08-2013,0.2,0,12.5,0,0
19-08-2013,0.7,1.4,37.5,1,6.4
20-08-2013,0,0,0,0,0
21-08-2013,32.4,2.2,18.5,24.2,10.4
22-08-2013,0,1,36.5,0,28.4
23-08-2013,0,0,0,0,0
24-08-2013,0,0,5.2,1.8,0
25-08-2013,7.5,4.8,57.6,0,0
26-08-2013,0,0,0,0,0
27-08-2013,0,0,0,0,0
28-08-2013,0,3,30,0,0
29-08-2013,0,0,54.5,0,15.6
30-08-2013,3.8,34.6,6,1,0
31-08-2013,0,17.2,0,1,0
01-09-2013,2.2,0.6,12.5,1,0
02-09-2013,1,0,1.5,0,0
03-09-2013,0.3,0,0,0,0
04-09-2013,0,0,0,0,0
05-09-2013,0,0,0,0,0
06-09-2013,0.8,0,6,0,0
07-09-2013,0,0,0,0,0
08-09-2013,20,30.2,34,25.4,0
09-09-2013,13.4,7,42,3,33
10-09-2013,0,0,0,0,0
11-09-2013,0,0,10.2,0,0
12-09-2013,0,0,0,1.8,0
13-09-2013,6.5,0,10.6,2.8,0
14-09-2013,0,0,0,0,0
15-09-2013,0,0,0,0,0
16-09-2013,6,11.2,7,3,0
17-09-2013,0,0,0,0,0
18-09-2013,0,0,0,0,0
19-09-2013,0,0,0,0,0
20-09-2013,0,0,0,0,0
21-09-2013,0,4.2,0,5.4,15.2
22-09-2013,0,14.6,24.5,22,4.2
23-09-2013,0,0,0,0,0
24-09-2013,0,0,0,0,0
25-09-2013,0,17.6,0,0,0
26-09-2013,0,0,0,0,0
27-09-2013,0,0,0,0,0
28-09-2013,6.8,8.4,33.5,2,7.2
29-09-2013,0,0,0,0,0
30-09-2013,0,2.8,0,0,0
01-10-2013,1.4,9.8,14.5,1,14.8
02-10-2013,0,2.4,0,0,0
03-10-2013,0,0.2,7,0,0
04-10-2013,0,0.8,0,0,0
05-10-2013,0,3.8,0,2,0
06-10-2013,0,0,0,0,0
07-10-2013,0,0,0,0,0
08-10-2013,0,0,0,0,0
09-10-2013,0,0,0,0,0
10-10-2013,0,0,0,0,0
11-10-2013,0,0,0,1.3,0
12-10-2013,0.4,2.8,5,1.2,0
13-10-2013,0,0.2,0,0,0
14-10-2013,0,0,0,0,0
15-10-2013,0,0,0,0,0
16-10-2013,0,0,0,0,0
17-10-2013,0,0,0,0,0
18-10-2013,0,0,0,0,0
19-10-2013,0,0,0,0,0
20-10-2013,0,0,0,0,0
21-10-2013,0,0,0,0,0
22-10-2013,0,0,0,0,0
23-10-2013,0,0,0,0,0
24-10-2013,0,0,0,0,0
25-10-2013,0,0,0,0,0
26-10-2013,0,0,0,0,0
27-10-2013,0,0,0,0,0
28-10-2013,0,0,0,0,0
29-10-2013,0,0,0,0,0
30-10-2013,0,0,0,0,0
31-10-2013,5.4,0,4.5,3.2,0
01-11-2013,0,11.8,0,4.6,0
02-11-2013,0,0,0,0,0
03-11-2013,0,0,0,0,0
04-11-2013,0,0,0,0,0
05-11-2013,0,0,0,0,0
06-11-2013,0,0,0,0,0
07-11-2013,0,0,0,0,0
08-11-2013,12,13.8,0.5,4.8,70.2
09-11-2013,0,0,0,0,0
10-11-2013,0,0,0,0,0
11-11-2013,0,0,0,0,0
12-11-2013,0,0,0,0,0
13-11-2013,0,0,0,0,0
14-11-2013,0,0,0,0,0
15-11-2013,0,0,0,0,0
16-11-2013,0,0,0,0,0
17-11-2013,0,0,0,0,0
18-11-2013,0,0,0,0,0
19-11-2013,0,0,0,0,0
20-11-2013,0,0,0,0,0
21-11-2013,0,0,0,0,0
22-11-2013,0,0,0,0,0
23-11-2013,0,0,0,0,0
24-11-2013,0,0,0,0,0
25-11-2013,0,0,0,0,0
26-11-2013,0,0,0,0,0
27-11-2013,0,0,0,0,0
28-11-2013,0,0,0,0,0
29-11-2013,0,0,0,0,0
30-11-2013,0,0,0,0,0
01-12-2013,0,0,0,0,0
02-12-2013,0,0,0,0,0
03-12-2013,0,0,0,0,0
04-12-2013,0,0,0,0,0
05-12-2013,0,0,0,0,0
06-12-2013,0,0,0,0,0
07-12-2013,0,0,0,0,0
08-12-2013,0,0,0,0,0
09-12-2013,0,0,0,0,0
10-12-2013,0,0,0,0,0
11-12-2013,0,0,0,0,0
12-12-2013,0,0,0,0,0
13-12-2013,0,0,0,0,0
14-12-2013,0,0,0,0,0
15-12-2013,0,0,0,0,0
16-12-2013,0,0,0,0,0
17-12-2013,0,0,0,0,0
18-12-2013,0,0,0,0,0
19-12-2013,0,0,0,0,0
20-12-2013,0,0,0,0,0
21-12-2013,0,0,0,0,0
22-12-2013,12.8,15.6,12.5,14.6,0
23-12-2013,3.4,5.4,7,5.2,17.8
24-12-2013,0,0,0,0,0
25-12-2013,0,0,0,0,0
26-12-2013,0,0,0,0,0
27-12-2013,0,0,0,0,0
28-12-2013,0,0,0,0,0
29-12-2013,0,0,0,0,0
30-12-2013,0,0,0,0,0
31-12-2013,3.5,3.2,1,2.4,0
01-01-2014,2,1,0,1,0
02-01-2014,0,0,0,0,0
03-01-2014,0,0,0,0,0
04-01-2014,0,0,0,0,0
05-01-2014,0,0,0,0,0
06-01-2014,0,0,0,0,0
07-01-2014,0,0,0,0,0
08-01-2014,0,0,0,0,0
09-01-2014,0,0,0,0,0
10-01-2014,0,0,0,0,0
11-01-2014,3.3,3.4,0.5,4,0
12-01-2014,0,0,0,0,0
13-01-2014,0,0,0,0,0
14-01-2014,1,0,0,0,0
15-01-2014,0,0,0,0,0
16-01-2014,0,0,0,0,0
17-01-2014,0,0,0,0,0
18-01-2014,15.5,27.2,20,27,31.2
19-01-2014,0.5,2.4,0,2,0
20-01-2014,0,0,0,0,0
21-01-2014,0,0,0,0,0
22-01-2014,0,0.2,0,0,0
23-01-2014,37.9,34.8,40,29,40.2
24-01-2014,0,0,0,0,0
25-01-2014,0,0,0,0,0
26-01-2014,0,0,0,0,0
27-01-2014,0,0,0,0,0
28-01-2014,0,0,0,0,0
29-01-2014,0,0,0,0,0
30-01-2014,0,0,0,0,0
31-01-2014,0,0,0,0,0
01-02-2014,0,0,0,0,0
02-02-2014,0,0,0,0,0
03-02-2014,0,0,0,0,0
04-02-2014,2,1.6,3.5,1.6,0
05-02-2014,0,0,0,0,0
06-02-2014,0,0,0,0,0
07-02-2014,5,15.8,7.5,9.2,26.6
08-02-2014,9.5,16.4,10.5,32,11.8
09-02-2014,0,0.4,0,0,0
10-02-2014,0,0,0,0,0
11-02-2014,0,0,0,0,0
12-02-2014,0,0,0,0,0
13-02-2014,0,0,0,0,0
14-02-2014,10,17.8,19.2,11,20.2
15-02-2014,26,27.8,32,27.6,26.2
