date,Kahu,Kandaghat,Kasauli,Solan,Arki
16-02-2014,4,16.4,15,18.6,15.2
17-02-2014,0,3,0,0,0
18-02-2014,0,0,0,0,0
19-02-2014,0,0,0,0,0
20-02-2014,0,0,0,0,0
21-02-2014,0,0,0,0,0
22-02-2014,0,1.4,5,2,0
23-02-2014,0,0,0,0,0
24-02-2014,0,0,0,0,0
25-02-2014,0,0,0,0,0
26-02-2014,0,0,0,0,0
27-02-2014,3.5,1.8,0,4.4,1
28-02-2014,11,9.8,10,1.4,7.2
01-03-2014,8.5,22.8,27,14,19.2
02-03-2014,32.4,22.4,20,17.6,21.2
03-03-2014,0.4,4.2,5,0.8,0
04-03-2014,0,0,0,0,0
05-03-2014,0,0,0,0,0
06-03-2014,1.5,0,0,2,0
07-03-2014,0,0,0,0,0
08-03-2014,0,0,0,0,0
09-03-2014,0,0,0,0,0
10-03-2014,0,0,0,0,0
11-03-2014,6,32.4,25,25.8,17.2
12-03-2014,1.8,2.8,5,8.4,3.2
13-03-2014,0,1.4,0,0,0
14-03-2014,0,0,0,0,0
15-03-2014,0,0,0,0,0
16-03-2014,0,0,0,0,0
17-03-2014,0,0,0,0,0
18-03-2014,19,16.6,21.5,30,11.4
19-03-2014,0,4.8,0,1.2,0
20-03-2014,0,0,0,0,0
21-03-2014,0,0,0,0,0
22-03-2014,0,0,0,0,0
23-03-2014,0,0,0,0,0
24-03-2014,3.9,5.2,2,1.2,0
25-03-2014,8.2,18.4,10.5,14.8,11.4
26-03-2014,0,0,0,0,0
27-03-2014,0,0,0,0,0
28-03-2014,0.2,32,2,2,0
29-03-2014,1.4,8.2,10.5,6,0
30-03-2014,0,0,0,0,0
31-03-2014,0,0,0,0,0
01-04-2014,0,0,0,0,0
02-04-2014,0,0,0,0,0
03-04-2014,12.4,10.2,16,15,10.8
04-04-2014,0,0,0,0,0
05-04-2014,0,0,0,0,0
06-04-2014,0,0,0,0,0
07-04-2014,7.4,19.8,14.6,14,26.8
08-04-2014,7.5,0,0,0,0
09-04-2014,0,0,0,0,0
10-04-2014,0,0,0,0,0
11-04-2014,0,0,0,0,0
12-04-2014,0,7.1,0,0,0
13-04-2014,3.6,0,0,2.2,0
14-04-2014,1.8,0,0,2.4,0
15-04-2014,0,0,0,0,0
16-04-2014,0,0,0,0,0
17-04-2014,2.8,2,0,0.6,18.4
18-04-2014,0.8,5.6,0,4,0
19-04-2014,17.8,22.8,30,19.4,24.2
20-04-2014,0,0,0,0,0
21-04-2014,0,0,0,0,0
22-04-2014,0,0,0,0,0
23-04-2014,0,0,0,0,0
24-04-2014,0,0,0,0,0
25-04-2014,0,0,0,0,0
26-04-2014,0,0,0,0,0
27-04-2014,0,0,0,0,0
28-04-2014,0,0,0,0,0
29-04-2014,0,0,0,0,0
30-04-2014,0,0,0,0,0
01-05-2014,0,0,0,0,0
02-05-2014,0,0,0,0,0
03-05-2014,0,0,0,0,0
04-05-2014,0,0,0,0,0
05-05-2014,20,7.6,29.5,7.4,0
06-05-2014,0,19.6,0,1.2,30.4
07-05-2014,0,0,0,0.6,0
08-05-2014,0,0,0,0,0
09-05-2014,0,0,0,0,0
10-05-2014,0,0,0,0,0
11-05-2014,0,0,0,0,0
12-05-2014,7.7,0,0,0,4.4
13-05-2014,6.5,25.4,19.5,27,16.2
14-05-2014,10.8,14,34.5,15,8.8
15-05-2014,0,0,0,0,0
16-05-2014,0,0,0,0,0
17-05-2014,0,0,0,0,0
18-05-2014,0,0,0,0,0
19-05-2014,0,0,0,0,0
20-05-2014,0,0,0,0,0
21-05-2014,0,0,0,0,0
22-05-2014,0,0,0,0,0
23-05-2014,0,0,0,0,0
24-05-2014,0.6,1.2,0,0,0
25-05-2014,0,0,0,0,0
26-05-2014,0,1.8,0,0,0
27-05-2014,0,0,0,0,0
28-05-2014,0,1,0,0,0
29-05-2014,0,0,0,0,0
30-05-2014,0,0,0,0,0
31-05-2014,2.4,0,0,0,9.4
01-06-2014,6.1,0,0,0,0
02-06-2014,5.4,2.4,0,0,36.4
03-06-2014,0,0,0,0,0
04-06-2014,0,0,0,0,0
05-06-2014,0,0,0,0,0
06-06-2014,0,0,0,0,0
07-06-2014,0,0,0,0,0
08-06-2014,0,0,0,0,0
09-06-2014,0,0,0,0,0
10-06-2014,0,0,0,0,0
11-06-2014,0,0,0,0,0
12-06-2014,0,0,0,0,0
13-06-2014,0,0,0,0,0
14-06-2014,5,3.6,24.5,0,0
15-06-2014,0,29.4,2.5,11.6,20.4
16-06-2014,16.5,44.6,19,8.2,30.6
17-06-2014,0.5,0.6,0,1,0
18-06-2014,0,7.2,0,11.6,0
19-06-2014,1.9,0,10.5,4.2,0
20-06-2014,0,11.6,0,6.2,0
21-06-2014,10.2,5.6,4.5,8,16.1
22-06-2014,0.2,0,0,0,0
23-06-2014,0,0,0,1,0
24-06-2014,0,0,0,0,0
25-06-2014,10,16.6,0,3,31.1
26-06-2014,0,1.8,0,0,0
27-06-2014,0,0,0,0,0
28-06-2014,14.5,0,13,18.4,0
29-06-2014,23.2,38.1,1,22.2,0
30-06-2014,0,3.2,0,0,0
01-07-2014,13.2,8.6,4.5,12.2,31.8
02-07-2014,70.5,90.8,17.5,93.6,42.8
03-07-2014,0.9,5.6,15,19.5,6.4
04-07-2014,25.8,15.2,20,0,0
05-07-2014,0.3,2.4,57.5,0,0
06-07-2014,0,0,0,0,0
07-07-2014,0,0,0,0,0
08-07-2014,0,0,0,0,0
09-07-2014,21.8,0,1.5,0,18
10-07-2014,0.2,0,0,0,0
11-07-2014,0,0,0,0,0
12-07-2014,0,0,1,0,0
13-07-2014,0,0,6.5,0,0
14-07-2014,29.2,54.2,39.5,17.6,70.2
15-07-2014,0,0,0,0,0
16-07-2014,0,3,21,33.4,0
17-07-2014,9.5,14.8,4.5,6,0
18-07-2014,13.8,41.4,54.5,48,8.2
19-07-2014,4.5,61.2,43.5,62.6,21.8
20-07-2014,2.5,24.2,4,50.2,0
21-07-2014,3.2,0.4,3,1.4,10.4
22-07-2014,0,0,2.5,0,0
23-07-2014,0,5.4,29.5,5.4,0
24-07-2014,11,7.8,0.5,4.1,3.6
25-07-2014,1,3.8,8.5,3.8,7.8
26-07-2014,2,6.4,1.5,0,0
27-07-2014,1.8,12.4,52.5,0,0
28-07-2014,9.2,16,3,3.2,6.2
29-07-2014,22,2.4,5.5,0,0
30-07-2014,15.5,1,0.5,0,10.2
31-07-2014,0,0.6,0,0,0
01-08-2014,0,3.4,0,0,0
02-08-2014,4.5,0,0,2.8,5.4
03-08-2014,0,3.4,1,0,0
04-08-2014,4,0,7.5,0,0
05-08-2014,10,15.4,15,0,0
06-08-2014,0,13.4,2,0,0
07-08-2014,15.5,11.2,25.5,7.6,9.4
08-08-2014,0,0.4,0,0,0
09-08-2014,20.7,1,113,6,0
10-08-2014,0.5,1.2,10.5,0,0
11-08-2014,0,0,0,0,0
12-08-2014,0,0,15,0,0
13-08-2014,0,0,1,0,0
14-08-2014,40.8,21.2,21.5,2.4,26.4
15-08-2014,129.2,14.8,21,12.2,22.6
16-08-2014,24.7,28.8,26.5,52.8,60.4
17-08-2014,0,13,4,0,0
18-08-2014,0,0,0,0,0
19-08-2014,0,0,0,0,0
20-08-2014,0,0,0,0,0
21-08-2014,0,0,0,0,0
22-08-2014,0,0,0,0,0
23-08-2014,0,0,0,0,0
24-08-2014,0,0,0,0,0
25-08-2014,0,0,0,0,0
26-08-2014,1.4,0,0,0,0
27-08-2014,0,0,0,0,0
28-08-2014,0,0,0,0,0
29-08-2014,0,0,10.5,0,0
30-08-2014,3.5,0,10,0,0
31-08-2014,0,0,0,0,0
01-09-2014,0.5,11.8,40,20.8,0
02-09-2014,3.5,9.2,29.5,28.6,7.6
03-09-2014,1.4,1,2,1.4,4.4
04-09-2014,0.7,0,0,0,0
05-09-2014,0.7,4,3,1.4,0
06-09-2014,24.4,69.4,63,72.5,49.4
07-09-2014,3.5,1.8,1.5,2.2,12.4
08-09-2014,9.5,0,0,1,0
09-09-2014,25,1.4,5.5,0.5,4.2
10-09-2014,0,0,0,0,0
11-09-2014,0,0,0,0,0
12-09-2014,0,0,2,0,0
13-09-2014,0,0,21.5,0,0
14-09-2014,0,0,0,0,0
15-09-2014,0,0,0,0,10.4
16-09-2014,0,0,0,0,0
17-09-2014,0,0,0,0,0
18-09-2014,0,0,0,0,0
19-09-2014,0,0,0,0,0
20-09-2014,0,0,0,0,0
21-09-2014,0.5,0,36,1,12.2
22-09-2014,0,0,0,0,0
23-09-2014,0,0,0,0,0
24-09-2014,0,0,0,0,0
25-09-2014,6.2,0,0,0,0
26-09-2014,0,0,0,0,0
27-09-2014,0,0,0,0,0
28-09-2014,0,0,0,0,0
29-09-2014,0.5,0,0,0,0
30-09-2014,0,0,0,0,0
01-10-2014,0,0,0,0,0
02-10-2014,0,0,18,0,17.8
03-10-2014,0,0,0,0,0
04-10-2014,0,0,0,0,0
05-10-2014,0,0,0,0,0
06-10-2014,0,0,0,0,0
07-10-2014,0,0,0,0,0
08-10-2014,1.4,0,0,0,0
09-10-2014,0,0,0,1.7,0
10-10-2014,0,0,0,0,0
11-10-2014,0,0,0,0,0
12-10-2014,0,0,0,0,0
13-10-2014,0,0,0,0,0
14-10-2014,0,15.8,0,7.2,8.8
15-10-2014,0,0,5,5.8,0
16-10-2014,0,0,0,0,0
17-10-2014,0,0,0,0,0
18-10-2014,0,0,0,0,0
19-10-2014,0,0,0,0,0
20-10-2014,0,0,0,0,0
21-10-2014,0,0,0,0,0
22-10-2014,0,0,0,0,0
23-10-2014,0,0,0,0,0
24-10-2014,0,0,0,0,0
25-10-2014,0,0,0,0,0
26-10-2014,0,0,0,0,0
27-10-2014,0,0,0,0,0
28-10-2014,0,0,0,0,0
29-10-2014,2.5,0,0,1,14.8
30-10-2014,0,0,0,0,0
31-10-2014,0,0,0,0,0
01-11-2014,0,0,0,0,0
02-11-2014,0,0,0,0,0
03-11-2014,0,0,0,0,0
04-11-2014,0,0,0,0,0
05-11-2014,0,0,0,0,0
06-11-2014,0,0,0,0,0
07-11-2014,0,0,0,0,0
08-11-2014,0,0,0,0,0
09-11-2014,0,0,0,0,0
10-11-2014,0,0,0,0,0
11-11-2014,0,0,0,0,0
12-11-2014,0,0,0,0,0
13-11-2014,0,0,0,0,0
14-11-2014,0,0,0,0,0
15-11-2014,0,0,0,0,0
16-11-2014,0,0,0,0,0
17-11-2014,0,0,0,0,0
18-11-2014,0,0,0,0,0
19-11-2014,0,0,0,0,0
20-11-2014,0,0,0,0,0
21-11-2014,0,0,0,0,0
22-11-2014,0,0,0,0,0
23-11-2014,0,0,0,0,0
24-11-2014,0,0,0,0,0
25-11-2014,0,0,0,0,0
26-11-2014,0,0,0,0,0
27-11-2014,0,0,0,0,0
28-11-2014,0,0,0,0,0
29-11-2014,0,0,0,0,0
30-11-2014,0,0,0,0,0
01-12-2014,0,0,0,0,0
02-12-2014,0,0,0,0,0
03-12-2014,0,0,0,0,0
04-12-2014,0,0,0,0,0
05-12-2014,0,0,0,0,0
06-12-2014,0,0,0,0,0
07-12-2014,0,0,0,0,0
08-12-2014,0,0,0,0,0
09-12-2014,0,0,0,0,0
10-12-2014,0,0,0,0,0
11-12-2014,0,0,0,0,0
12-12-2014,0,0,0,0,0
13-12-2014,0,0,0,2.4,0
14-12-2014,68.6,88.2,80.5,39.6,90.8
15-12-2014,34.8,20.2,33,32.6,90
16-12-2014,0,0,0,1,0
17-12-2014,0,0,0,0,0
18-12-2014,0,0,0,0,0
19-12-2014,0,0,0,0,0
20-12-2014,0,0,0,0,0
21-12-2014,0,0,0,0,0
22-12-2014,0,0,0,0,0
23-12-2014,0,0,0,0,0
24-12-2014,0,0,0,0,0
25-12-2014,0,0,0,0,0
26-12-2014,0,0,0,0,0
27-12-2014,0,0,0,0,0
28-12-2014,0,0,0,0,0
29-12-2014,0,0,0,0,0
30-12-2014,0,0,0,0,0
31-12-2014,0,0,0,0,0
01-01-2015,0,0,0,0,0
02-01-2015,0,0,0,0,0
03-01-2015,6.4,7.6,12.5,6.8,4
04-01-2015,19.5,16.4,20.5,10,16.5
05-01-2015,0,0,0,0,0
06-01-2015,0,0,0,0,0
07-01-2015,0,0,0,0,0
08-01-2015,0,0,0,0,0
09-01-2015,0,0,0,0,0
10-01-2015,0,0,0,0,0
11-01-2015,0,0,0,0,0
12-01-2015,0,0,0,0,0
13-01-2015,0,0,0,0,0
14-01-2015,0.5,0,0,1.2,0
15-01-2015,8.7,8.4,9.2,5.8,7.2
16-01-2015,0,0,0,0,0
17-01-2015,0,0,0,0,0
18-01-2015,0,0,0,0,0
19-01-2015,0,0,0,0,0
20-01-2015,0,0,0,0,0
21-01-2015,0,0,0,0,0
22-01-2015,2.2,2.4,1.5,1.2,4.2
23-01-2015,21.2,15.4,31.5,18.4,23.2
24-01-2015,0,0,0,0,0
25-01-2015,0,0,0,0,0
26-01-2015,0,0,0,0,0
27-01-2015,5.7,8.2,7.5,6,5
28-01-2015,0.5,0,0,0,0
29-01-2015,0,0,0,0,0
30-01-2015,0,0,0,0,0
31-01-2015,0,0,0,0,0
01-02-2015,0,0,0,0,0
02-02-2015,0,0,0,0,0
03-02-2015,18.6,26,32.5,26.2,29.2
04-02-2015,0,0,0,0,0
05-02-2015,0,0,0,0,0
06-02-2015,0,0,0,0,0
07-02-2015,0,0,0,0,0
08-02-2015,0,0,0,0,0
09-02-2015,0,0,0,0,0
10-02-2015,0,0,0,0,0
11-02-2015,0,0,0,0,0
12-02-2015,0,0,0,0,0
13-02-2015,0,0,0,0,0
14-02-2015,0,0,0,0,0
15-02-2015,0,0,0,0,0
16-02-2015,6.5,5.2,1,2.6,0
17-02-2015,2.2,0,0.5,1.2,6.4
18-02-2015,0,0,0,0,0
19-02-2015,0.5,0,0,0,0
20-02-2015,14,14.2,8.5,4.2,24.2
21-02-2015,19.5,13.4,11,16.2,11.2
22-02-2015,0,0,0,0,0
23-02-2015,0,0,0,0,0
24-02-2015,0,0,0,0,0
25-02-2015,4,11.6,9.5,13,13.2
26-02-2015,12.4,5.2,0.5,3.6,5
27-02-2015,0,0,0,0,0
28-02-2015,0,0,0,0,0
01-03-2015,0,0,0,0,0
02-03-2015,80,122.4,119.5,89,95.5
03-03-2015,24.3,59.4,27,51.2,110.7
04-03-2015,25,1.2,5,2,0
05-03-2015,0,0,0,2.8,0
06-03-2015,8.3,2.2,4.5,0,0
07-03-2015,0,0,0,4.2,0
08-03-2015,0.5,0,4.5,3.6,0
09-03-2015,15.4,29.2,16,31.3,35.4
10-03-2015,0,0,0,0,0
11-03-2015,0,0,0,0,0
12-03-2015,0,0,0,0,0
13-03-2015,0,0,0,0,0
14-03-2015,0,0,0,0,0
15-03-2015,5.6,2,7.5,2.2,0
16-03-2015,11.7,8.2,4.5,2.8,7.4
17-03-2015,13,21,46,17.5,21.6
18-03-2015,0,0,0,0,0
19-03-2015,0,0,0,0,0
20-03-2015,0,0,0,0,0
21-03-2015,0,0,0,0,0
22-03-2015,0,0,0,0,0
23-03-2015,0,0,0,0,0
24-03-2015,0,0,0,0,0
25-03-2015,0,0,0,0,0
26-03-2015,0,0,0,0,0
27-03-2015,0,0,0,0,0
28-03-2015,0,0,0,0,0
29-03-2015,0.5,0,0,0,0
30-03-2015,6.5,10,2.5,5.2,8.1
31-03-2015,2.8,2,0,1.8,1.65
01-04-2015,0,0,0,0,0
02-04-2015,14,22.4,1,5,24.6
03-04-2015,1.8,5.6,3,3.6,0
04-04-2015,0,0,1,0,74.4
05-04-2015,13,30,1.5,26.8,41.6
06-04-2015,0,0,0,0,0
07-04-2015,0,0,0,0,0
08-04-2015,7.6,5.8,3,4.6,5.6
09-04-2015,0,2.2,0,0,3.6
10-04-2015,0,0,0,0,0
11-04-2015,0,0,0,0,0
12-04-2015,0,0,0,0,0
13-04-2015,0,0,0,0,0
14-04-2015,1,0,0,0,0
15-04-2015,0,0,1,4,0
16-04-2015,9,17.2,18,28.8,17.6
17-04-2015,3,3.2,3.5,3,2.4
18-04-2015,0,0,0,0,0
19-04-2015,0,0,0,0,0
20-04-2015,0,0,0,0,0
21-04-2015,0,0,0,0,0
22-04-2015,0,3.2,0,0,5.1
23-04-2015,0,0,0,0,0
24-04-2015,0,0,0,0,0
25-04-2015,0,0,0,0,0
26-04-2015,0,0,0,0,0
27-04-2015,0,0,0,0,0
28-04-2015,0,0,0,0,0
29-04-2015,2,0,0,0,0
30-04-2015,0,0,0,0,0
01-05-2015,2.3,0,4.5,1.7,10.2
02-05-2015,0,0,0,0,0
03-05-2015,0,0,0,0,0
04-05-2015,0,0,0,0,0
05-05-2015,0,0,0,0,0
06-05-2015,0,0,0,0,0
07-05-2015,0,0,0,0,0
08-05-2015,0,0,0,0,0
09-05-2015,0,0,0,0,0
10-05-2015,0,0,0,0,0
11-05-2015,0,0,0,0,0
12-05-2015,10,7.8,3,4.8,10.4
13-05-2015,5,0,1,1.2,0
14-05-2015,11.4,1.2,29.5,7.6,4.8
15-05-2015,0,2.8,0.5,0.8,0
16-05-2015,0,0,0,0,0
17-05-2015,0,0,0,0,0
18-05-2015,0,0,0,0,0
19-05-2015,0,0,0,0,0
20-05-2015,0,0,0,0,0
21-05-2015,0,0,0,0,0
22-05-2015,0,0,0,0,0
23-05-2015,0,0,0,0,0
24-05-2015,0,0,0,0,0
25-05-2015,0,0,0,0,0
26-05-2015,1,0,0,0,0
27-05-2015,0,0,0,0,0
28-05-2015,0,0,0,0,0
29-05-2015,0,0,0,0,0
30-05-2015,0,0,0,0,0
31-05-2015,0,0,0,0,0
01-06-2015,0.6,2.8,1,7.3,0
02-06-2015,0,0,0,0,0
03-06-2015,0.8,1.2,5,1.1,0
04-06-2015,0,0,2,0,0
05-06-2015,8,0,0,0,0
06-06-2015,4.2,5.8,19,0,0
07-06-2015,0,0,0,0,0
08-06-2015,0,0,0,0,0
09-06-2015,0,0,0,0,0
10-06-2015,0,0,0,0,0
11-06-2015,9,0,0,0,0
12-06-2015,0,0,0,0,0
13-06-2015,0,0,0,0,0
14-06-2015,1.4,4.2,0,5,0
15-06-2015,0,0,0,0,3.2
16-06-2015,0,0,0,0,0
17-06-2015,0,0,0,0,0
18-06-2015,0,0,0,0,0
19-06-2015,0,0,0,0,0
20-06-2015,26.5,23.8,24.5,63.2,37.4
21-06-2015,0,0,1,0,13.6
22-06-2015,0,3.6,5.5,0,0
23-06-2015,0,0,0,0,0
24-06-2015,0,1.2,9,1.4,0
25-06-2015,36.5,8.2,2,5.4,13.4
26-06-2015,0,1,0,3,0
27-06-2015,0,0,0,0,0
28-06-2015,0,0,0,0,0
29-06-2015,0,0,0,0,0
30-06-2015,18.5,4.8,6,4.7,4.2
01-07-2015,0,1.8,1,2.5,17.2
02-07-2015,0,0.8,6.5,0,0
03-07-2015,0,0,0,0,0
04-07-2015,0,0,0,0,0
05-07-2015,0.6,2.4,0.5,3.2,0
06-07-2015,81,10.8,35.5,6.2,31.2
07-07-2015,5,11.2,0,3.2,2
08-07-2015,55.5,12.2,14,18,14.6
09-07-2015,1,0,34,0,0
10-07-2015,2,8.6,8.5,3.4,2.6
11-07-2015,26.5,49.2,61,38.9,40.4
12-07-2015,17.8,13.2,32.5,34,10.4
13-07-2015,7.5,10.6,14,9.7,34.4
14-07-2015,0,0,0,0,0
15-07-2015,0,0,18,0,0
16-07-2015,14,18.2,6,8.3,240.4
17-07-2015,27,110.8,48.5,105,272.2
18-07-2015,21,2.2,20.5,3.6,0
19-07-2015,13.2,2.6,54,0,12.4
20-07-2015,0.4,0,0,2.4,0
21-07-2015,1.7,7.9,2.5,22.4,4.4
22-07-2015,0,0,5,0,0
23-07-2015,0,0,0,0,0
24-07-2015,1.8,0,4,0,3.6
25-07-2015,0,0,0,1,0
26-07-2015,16.5,31.6,38.5,32.6,42.2
27-07-2015,0.8,0,0.5,0,33.4
28-07-2015,2.5,2.18,1,0,0
29-07-2015,1,0,0,0,11.8
30-07-2015,0,0,0,0,0
31-07-2015,0,0,11,0,0
01-08-2015,10,21.2,41,18.8,7.8
02-08-2015,0,0,0,0,0
03-08-2015,0,0,0,0,0
04-08-2015,0,0,0,0,0
05-08-2015,2,26.8,54.5,0,0
06-08-2015,0,0,0,0,0
07-08-2015,20,0,46,3.3,10.2
08-08-2015,23,32.2,24,17.4,80.6
09-08-2015,62,3.2,1.5,1.7,75.6
10-08-2015,7.5,14.5,15,2.8,145.4
11-08-2015,1.4,0,40,0,0
12-08-2015,1,0,11,3,0
13-08-2015,0,0,0,0,0
14-08-2015,0,1.4,18.5,12.6,0
15-08-2015,2,0,0,0,0
16-08-2015,0,1.8,41.5,33.6,0
17-08-2015,0,3.6,0,0,0
18-08-2015,0,0,0,0,0
19-08-2015,0,0,25.5,0,0
20-08-2015,0,1.2,2.5,0.7,0
21-08-2015,10.4,10.2,58.5,3,15.4
22-08-2015,21,33.2,13,3.3,7.4
23-08-2015,0,0.2,2.5,2,0
24-08-2015,0,0,0,0,0
25-08-2015,2.5,0,13,0,0
26-08-2015,0,0,0,0,0
27-08-2015,0,0,0,0,0
28-08-2015,31.7,1.8,10.5,0,51.6
29-08-2015,0,0,0,0,0
30-08-2015,0,0,0,0,0
31-08-2015,0,0,9,0,0
01-09-2015,0,0,0,0,0
02-09-2015,0,0,0,0,0
03-09-2015,0.5,2.8,1,0,0
04-09-2015,0,0,0,0,5.4
05-09-2015,0,0,0,0,0
06-09-2015,0,0,0,0,0
07-09-2015,0,0,0,0,0
08-09-2015,0,0,0,0,0
09-09-2015,0,0,0,0,0
10-09-2015,0,0,0,0,0
11-09-2015,0,0,0,0,0
12-09-2015,0,0,0,0,0
13-09-2015,0,0,0,0,0
14-09-2015,0,0,0,0,0
15-09-2015,0,0,0,0,0
16-09-2015,0,0,0,0,0
17-09-2015,4.5,0,17,1,0
18-09-2015,0,0,0,0,0
19-09-2015,0.7,0,0,0,0
20-09-2015,22.5,0.8,2,1.4,0
21-09-2015,12,21.8,16,18,15.8
22-09-2015,0,0.4,12,0,0
23-09-2015,14.5,7.8,29.5,21.2,8.2
24-09-2015,3,0,4,0,0
25-09-2015,0,0,0,0,0
26-09-2015,0,0,0,0,0
27-09-2015,4.5,0,0,0,0
28-09-2015,0,0,0,0,0
29-09-2015,0,0,0,0,0
30-09-2015,0,0,0,0,0
01-10-2015,0,0,0,0,0
02-10-2015,0,0,0,0,0
03-10-2015,0,0,0,0,0
04-10-2015,0,0,0,0,0
05-10-2015,0,0,0,0,0
06-10-2015,0,0,0,0,0
07-10-2015,0,0,0,0,0
08-10-2015,0,0,0,0,0
09-10-2015,0,0,0,0,0
10-10-2015,0,0,0,0,0
11-10-2015,0,0,0,0,0
12-10-2015,0,0,0,0,0
13-10-2015,0,0,0,0,0
14-10-2015,0,0,0,0,0
15-10-2015,7.6,1.8,22.5,19,6.6
16-10-2015,0,0,0,0,0
17-10-2015,0,0,0,0,0
18-10-2015,0,0,0,0,0
19-10-2015,0,0,0,0,0
20-10-2015,0.2,0,0,0,0
21-10-2015,0,0,0,0,0
22-10-2015,0,0,0,0,0
23-10-2015,0,0,0,0,0
24-10-2015,0,0,0,0,0
25-10-2015,0,0,0,0,0
26-10-2015,19.8,2.2,3.5,7.4,14.2
27-10-2015,0,0,0,0,0
28-10-2015,5.4,13.8,1,8.2,4.2
29-10-2015,1.4,0,0,0,0
30-10-2015,0,0,0,0,0
31-10-2015,0,0,0,0,0
01-11-2015,0,0,0,0,0
02-11-2015,0,0,0,0,0
03-11-2015,0,0,0,0,0
04-11-2015,0,0,0,0,0
05-11-2015,0,0.4,1.5,0.6,0
06-11-2015,0,0,0,0,0
07-11-2015,0,0,0,0,0
08-11-2015,0,0,0,0,0
09-11-2015,0,0,0,0,0
10-11-2015,0,0,0,0,0
11-11-2015,0,0,0,0,0
12-11-2015,0,0,0,0,0
13-11-2015,0,0,0,0,0
14-11-2015,0,0,0,0,0
15-11-2015,0,0,0,0,0
16-11-2015,0,0,0,0,0
17-11-2015,0,0,0,0,0
18-11-2015,0,0,0,0,0
19-11-2015,0,0,0,0,0
20-11-2015,0,0,0,0,0
21-11-2015,0,0,0,0,0
22-11-2015,0,0,0,0,0
23-11-2015,0,0,0,0,0
24-11-2015,0,0,0,0,0
25-11-2015,0,0,0,0,0
26-11-2015,0,0,0,0,0
27-11-2015,2.8,3.8,0,2.4,5.8
28-11-2015,0,4.6,1,0,9.4
29-11-2015,0,0,0,0,0
30-11-2015,0,0,0,0,0
01-12-2015,0,0,0,0,0
02-12-2015,0,0,0,0,0
03-12-2015,0,0,0,0,0
04-12-2015,0,0,0,0,0
05-12-2015,0,0,0,0,0
06-12-2015,0,0,0,0,0
07-12-2015,0,0,0,0,0
08-12-2015,0,0,0,0,0
09-12-2015,0,0,0,0,0
10-12-2015,0,0,0,0,0
11-12-2015,32.4,0.8,4,2,7.4
12-12-2015,20,42.8,19,16.7,12.4
13-12-2015,0,0,0,0,0
14-12-2015,0,0,0,0,0
15-12-2015,0,0,0,0,0
16-12-2015,0,0,0,0,0
17-12-2015,0,0,0,0,0
18-12-2015,0,0,0,0.6,0
19-12-2015,0,0,0,0,0
20-12-2015,0,0,0,0,0
21-12-2015,0,0,0,0,0
22-12-2015,0,0,0,0,0
23-12-2015,0,0,0,0,0
24-12-2015,0,0,0,0,0
25-12-2015,0,0,0,0,0
26-12-2015,0,0,0,0,0
27-12-2015,0,0,0,0,0
28-12-2015,0,0,0,0,0
29-12-2015,0,0,0,0,0
30-12-2015,0,0,0,0,0
31-12-2015,0,0,0,0,0
01-01-2016,0,0,0,0,0
02-01-2016,0,0,0,0,0
03-01-2016,0,0,0,0,0
04-01-2016,0,0,0,0,0
05-01-2016,0,0,0,0,0
06-01-2016,0,0,0,0,0
07-01-2016,0,0,0,0,0
08-01-2016,0,0,0,0,0
09-01-2016,0,0,0,0,0
10-01-2016,0,0,0,0,0
11-01-2016,0,0,0,0,0
12-01-2016,0,0,0,0,0
13-01-2016,0,0,0,0,0
14-01-2016,0,0,0,0,0
15-01-2016,0,0,0,0,0
16-01-2016,0,0,0,0,0
17-01-2016,0,0,0,0,0
18-01-2016,0,0,0,0,0
19-01-2016,0,0,0,0,0
20-01-2016,0,0,0,0,0
21-01-2016,0,0,0,0,0
22-01-2016,0,0,0,0,0
23-01-2016,0,0,0,0,0
24-01-2016,0,0,0,0,0
25-01-2016,0,0,0,0,0
26-01-2016,0,0,0,0,0
27-01-2016,0,0,0,0,0
28-01-2016,0,0,0,0,0
29-01-2016,0,0,0,0,0
30-01-2016,9.5,10.8,4,4,10.4
31-01-2016,0,0,0,0,0
01-02-2016,0,0,0,0,0
02-02-2016,0,0,0,0,0
03-02-2016,0,0,0,0,0
04-02-2016,0,0,0,0,0
05-02-2016,0,0,0,0,0
06-02-2016,0,0,0,0,0
07-02-2016,4.5,2.8,0,2.2,0
08-02-2016,9.5,0,11,26,14.8
09-02-2016,0,0,0,0,0
10-02-2016,0,0,0,0,0
11-02-2016,0,0,0,0,0
12-02-2016,0,0,0,0,0
13-02-2016,0,0,0,1.2,0
14-02-2016,0,1.8,0,0.8,0
15-02-2016,0,0,0,0,0
16-02-2016,0,0,0,0,0
17-02-2016,0,0,0,0,0
18-02-2016,0,0,0,0,0
19-02-2016,0,0,0,0,0
20-02-2016,5,45.2,15.6,5.4,7.4
21-02-2016,4.5,0,0,0,0
22-02-2016,0,0,0,0,0
23-02-2016,0,0,0,0,0
24-02-2016,0,0,0,0,0
25-02-2016,0,0,0,0,0
26-02-2016,0,0,0,0,0
27-02-2016,0,0,0,0,0
28-02-2016,0,0,0,0,0
29-02-2016,0,0,0,0,0
01-03-2016,0,0,0,0,0
02-03-2016,0,0,0,0,0
03-03-2016,0,0,0,0,0
04-03-2016,0,0,0,0,0
