,kahu,date,discharge,arki,3day_arki,kahu,3day_kahu,90day_kahu
233,1.4,2012-07-17,3.681190110000033,0.0,0.0,1.4,0.6333333333333333,3.3200000000000003
234,0.0,2012-07-18,2.690100465000024,0.0,0.0,0.0,0.4666666666666666,3.3200000000000003
235,1.3,2012-07-19,2.5201993830000227,0.0,0.0,1.3,0.9,3.3344444444444448
236,0.0,2012-07-20,2.4069319950000216,0.0,0.0,0.0,0.4333333333333333,3.3344444444444448
237,4.2,2012-07-21,2.775051006000025,3.8,1.2666666666666666,4.2,1.8333333333333333,3.381111111111111
238,0.0,2012-07-22,3.058219476000027,0.0,1.2666666666666666,0.0,1.4,3.292222222222222
239,7.4,2012-07-23,15.460998462000138,18.1,7.300000000000001,7.4,3.866666666666667,3.374444444444445
240,10.0,2012-07-24,12.855848538000116,0.0,6.033333333333334,10.0,5.800000000000001,3.485555555555556
241,38.8,2012-07-25,26.58951933300024,46.0,21.366666666666664,38.8,18.73333333333333,3.868888888888889
242,0.0,2012-07-26,6.201389493000056,0.0,15.333333333333334,0.0,16.26666666666667,3.868888888888889
243,0.0,2012-07-27,5.351884083000048,0.0,15.333333333333334,0.0,12.933333333333335,3.868888888888889
244,4.2,2012-07-28,8.778222570000079,2.8,0.9333333333333332,4.2,1.4000000000000024,3.905555555555555
245,0.0,2012-07-29,4.190893356000037,0.0,0.9333333333333332,0.0,1.4000000000000024,3.901111111111111
246,0.0,2012-07-30,3.822774345000034,0.0,0.9333333333333332,0.0,1.4000000000000024,3.901111111111111
247,9.0,2012-07-31,4.332477591000039,19.2,6.4,9.0,3.000000000000002,4.001111111111111
248,2.4,2012-08-01,5.9182210230000525,10.4,9.866666666666667,2.4,3.8000000000000025,4.027777777777778
249,1.5,2012-08-02,6.626142198000059,2.0,10.533333333333331,1.5,4.3000000000000025,4.044444444444444
250,6.5,2012-08-03,11.836442046000103,4.0,5.466666666666666,6.5,3.466666666666669,4.116666666666666
251,66.0,2012-08-04,27.523975284000247,30.0,12.0,66.0,24.666666666666668,4.85
252,0.0,2012-08-05,14.300007735000127,0.0,11.333333333333334,0.0,24.166666666666668,4.85
253,0.0,2012-08-06,8.126935089000073,0.0,10.0,0.0,22.0,4.85
254,0.0,2012-08-07,8.438420406000075,0.0,0.0,0.0,0.0,4.85
255,6.8,2012-08-08,13.677037101000122,11.0,3.6666666666666665,6.8,2.2666666666666666,4.925555555555556
256,0.0,2012-08-09,11.2701051060001,0.0,3.6666666666666665,0.0,2.2666666666666666,4.925555555555556
257,19.2,2012-08-10,38.39764453200034,0.0,3.6666666666666665,19.2,8.666666666666666,5.111111111111111
258,7.5,2012-08-11,21.29426894400019,0.0,0.0,7.5,8.9,5.194444444444445
259,2.5,2012-08-12,21.634071108000192,0.0,0.0,2.5,9.733333333333333,5.222222222222222
260,0.0,2012-08-13,11.666540964000104,19.0,6.333333333333333,0.0,3.333333333333333,5.222222222222222
261,1.8,2012-08-14,7.84376661900007,0.0,6.333333333333333,1.8,1.4333333333333331,5.242222222222223
262,15.8,2012-08-15,17.216642976000152,0.0,6.333333333333333,15.8,5.866666666666667,5.417777777777778
263,22.0,2012-08-16,17.584761987000157,60.0,20.0,22.0,13.2,5.662222222222223
264,0.0,2012-08-17,14.328324582000128,0.0,20.0,0.0,12.6,5.662222222222223
265,39.0,2012-08-18,67.5356800950006,2.4,20.8,39.0,20.33333333333333,6.095555555555555
266,69.0,2012-08-19,653.0431255140059,20.0,7.466666666666666,69.0,36.0,6.845555555555555
267,75.0,2012-08-20,49.384581168000445,20.3,14.233333333333334,75.0,61.0,7.678888888888889
268,10.4,2012-08-21,42.16378518300038,20.4,20.23333333333333,10.4,51.46666666666667,7.794444444444444
269,18.5,2012-08-22,66.5445904500006,100.4,47.03333333333334,18.5,34.63333333333333,8.0
