date,2day_kahu,discharge,solan,kahu,arki,kasauli,kandaghat,90day_kahu,2day_max_kahu,4day_kahu,3day_kahu,3day_kasauli,3day_kandaghat,3day_arki,3day_solan
2010-05-31,0.0,0.3681190110000032,0.0,0.0,0.0,0.0,0.0,1.0266666666666668,0.0,5.3,7.066666666666666,1.3333333333333333,4.333333333333333,3.4333333333333336,0.0
2010-06-01,0.0,0.2831684700000025,0.0,0.0,0.0,0.0,0.0,1.0266666666666668,0.0,5.3,0.0,0.0,0.0,0.0,0.0
2010-06-02,0.0,0.2548516230000023,0.0,0.0,0.0,0.0,0.0,1.0266666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-03,0.0,0.2548516230000023,0.0,0.0,0.0,7.5,0.0,1.01,0.0,0.0,0.0,2.5,0.0,0.0,0.0
2010-06-04,2.4,0.2548516230000023,0.0,2.4,0.0,0.0,0.0,1.0366666666666666,2.4,0.6,0.7999999999999999,2.5,0.0,0.0,0.0
2010-06-05,10.6,0.3681190110000032,10.2,8.2,0.0,14.5,24.3,1.1277777777777778,8.2,2.65,3.533333333333333,7.333333333333333,8.1,0.0,3.4
2010-06-06,8.2,0.2831684700000025,0.0,0.0,0.0,0.0,0.0,1.1277777777777778,8.2,2.65,3.533333333333333,4.833333333333333,8.1,0.0,3.4
2010-06-07,0.0,0.5097032460000046,0.0,0.0,0.0,0.0,0.0,1.1277777777777778,0.0,2.65,2.733333333333333,4.833333333333333,8.1,0.0,3.4
2010-06-08,85.5,68.15865072900061,49.6,85.5,122.0,67.0,72.0,2.077777777777778,85.5,23.425,28.5,22.333333333333332,24.0,40.666666666666664,16.533333333333335
2010-06-09,148.0,21.662387955000195,44.5,62.5,69.0,69.0,78.0,2.772222222222222,85.5,37.0,49.333333333333336,45.333333333333336,50.0,63.666666666666664,31.366666666666664
2010-06-10,63.0,6.229706340000056,0.6,0.5,0.0,0.0,0.0,2.7777777777777777,62.5,37.125,49.5,45.333333333333336,50.0,63.666666666666664,31.566666666666666
2010-06-11,0.5,3.709506957000033,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.5,37.125,21.0,23.0,26.0,23.0,15.033333333333333
2010-06-12,0.0,3.086536323000028,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,15.75,0.16666666666666666,0.0,0.0,0.0,0.19999999999999998
2010-06-13,0.0,2.916635241000026,0.0,0.0,0.0,0.0,0.0,2.7777777777777777,0.0,0.125,0.0,0.0,0.0,0.0,0.0
2010-06-14,1.5,3.029902629000027,6.8,1.5,0.0,0.0,0.0,2.7944444444444443,1.5,0.375,0.5,0.0,0.0,0.0,2.2666666666666666
2010-06-15,2.2,2.690100465000024,4.9,0.7,0.0,1.5,2.0,2.802222222222222,1.5,0.55,0.7333333333333334,0.5,0.6666666666666666,0.0,3.9
2010-06-16,0.7,2.548516230000023,0.0,0.0,0.0,0.0,0.0,2.802222222222222,0.7,0.55,0.7333333333333334,0.5,0.6666666666666666,0.0,3.9
2010-06-17,0.0,2.5201993830000227,0.0,0.0,0.0,0.0,0.0,2.802222222222222,0.0,0.55,0.2333333333333333,0.5,0.6666666666666666,0.0,1.6333333333333335
2010-06-18,0.0,2.350298301000021,0.0,0.0,0.0,0.0,0.0,2.802222222222222,0.0,0.175,0.0,0.0,0.0,0.0,0.0
2010-06-19,0.0,2.123763525000019,0.0,0.0,0.0,0.0,0.0,2.802222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-20,0.0,1.953862443000017,0.0,0.0,0.0,0.0,0.0,2.802222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010-06-21,1.5,1.783961361000016,0.0,1.5,0.0,0.0,0.0,2.8188888888888886,1.5,0.375,0.5,0.0,0.0,0.0,0.0
2010-06-22,1.5,1.6990108200000151,0.0,0.0,0.0,7.5,0.0,2.8188888888888886,1.5,0.375,0.5,2.5,0.0,0.0,0.0
2010-06-23,6.9,2.3219814540000208,34.0,6.9,0.0,0.0,0.0,2.8955555555555557,6.9,2.1,2.8000000000000003,2.5,0.0,0.0,11.333333333333334
2010-06-24,46.9,4.50237867300004,1.8,40.0,0.0,5.5,0.0,3.3400000000000003,40.0,12.1,15.633333333333333,4.333333333333333,0.0,0.0,11.933333333333332
2010-06-25,40.0,2.888318394000026,1.6,0.0,0.0,0.0,0.0,3.3400000000000003,40.0,11.725,15.633333333333333,1.8333333333333333,0.0,0.0,12.466666666666667
2010-06-26,0.0,2.491882536000022,0.0,0.0,0.0,0.0,0.0,3.3400000000000003,0.0,11.725,13.333333333333334,1.8333333333333333,0.0,0.0,1.1333333333333335
2010-06-27,0.0,2.378615148000021,0.0,0.0,0.0,0.0,0.0,3.3400000000000003,0.0,10.0,0.0,0.0,0.0,0.0,0.5333333333333333
2010-06-28,28.0,3.8510911920000335,14.8,28.0,0.0,5.0,7.0,3.651111111111111,28.0,7.0,9.333333333333334,1.6666666666666667,2.3333333333333335,0.0,4.933333333333334
2010-06-29,28.5,2.775051006000025,0.0,0.5,0.0,0.0,0.0,3.6566666666666667,28.0,7.125,9.5,1.6666666666666667,2.3333333333333335,0.0,4.933333333333334
2010-06-30,0.5,2.378615148000021,0.0,0.0,0.0,0.0,0.0,3.6566666666666667,0.5,7.125,9.5,1.6666666666666667,2.3333333333333335,0.0,4.933333333333334
2010-07-01,0.4,2.690100465000024,14.5,0.4,12.0,6.5,0.0,3.661111111111111,0.4,7.225,0.3,2.1666666666666665,0.0,4.0,4.833333333333333
2010-07-02,2.6,2.916635241000026,14.3,2.2,0.0,16.5,0.0,3.6855555555555553,2.2,0.775,0.8666666666666667,7.666666666666667,0.0,4.0,9.6
2010-07-03,2.2,1.868911902000017,7.9,0.0,0.0,6.0,0.0,3.6855555555555553,2.2,0.65,0.8666666666666667,9.666666666666666,0.0,4.0,12.233333333333334
2010-07-04,0.0,1.7556445140000156,1.7,0.0,0.0,4.0,0.0,3.6855555555555553,0.0,0.65,0.7333333333333334,8.833333333333334,0.0,0.0,7.966666666666668
2010-07-05,35.0,17.018425047000154,79.2,35.0,24.4,73.0,95.0,4.0744444444444445,35.0,9.3,11.666666666666666,27.666666666666668,31.666666666666668,8.133333333333333,29.600000000000005
2010-07-06,81.7,95.37114069600084,45.8,46.7,39.1,48.0,57.0,4.593333333333333,46.7,20.425,27.233333333333334,41.666666666666664,50.666666666666664,21.166666666666668,42.23333333333333
2010-07-07,96.2,46.213094304000414,90.5,49.5,31.0,48.5,70.0,5.143333333333333,49.5,32.8,43.73333333333333,56.5,74.0,31.5,71.83333333333333
2010-07-08,62.5,16.706939730000148,14.8,13.0,4.0,0.5,5.0,5.2877777777777775,49.5,36.05,36.4,32.333333333333336,44.0,24.7,50.366666666666674
2010-07-09,13.0,10.16574807300009,0.0,0.0,0.0,0.5,0.0,5.2877777777777775,13.0,27.3,20.833333333333332,16.5,25.0,11.666666666666666,35.1
2010-07-10,8.7,10.873669248000096,2.6,8.7,0.0,10.5,6.0,5.384444444444445,8.7,17.8,7.233333333333333,3.8333333333333335,3.6666666666666665,1.3333333333333333,5.800000000000001
2010-07-11,11.399999999999999,6.965944362000062,2.6,2.7,0.0,8.0,2.0,5.414444444444444,8.7,6.1,3.7999999999999994,6.333333333333333,2.6666666666666665,0.0,1.7333333333333334
2010-07-12,3.9000000000000004,6.880993821000062,3.0,1.2,2.4,6.5,9.2,5.427777777777778,2.7,3.15,4.2,8.333333333333334,5.733333333333333,0.7999999999999999,2.733333333333333
2010-07-13,2.5999999999999996,5.465151471000048,3.8,1.4,0.6,7.5,0.0,5.443333333333333,1.4,3.5,1.7666666666666666,7.333333333333333,3.733333333333333,1.0,3.1333333333333333
2010-07-14,1.4,4.41742813200004,0.0,0.0,0.0,0.0,0.0,5.443333333333333,1.4,1.325,0.8666666666666666,4.666666666666667,3.0666666666666664,1.0,2.2666666666666666
2010-07-15,0.0,6.73940958600006,0.0,0.0,0.0,0.0,0.0,5.443333333333333,0.0,0.6499999999999999,0.4666666666666666,2.5,0.0,0.19999999999999998,1.2666666666666666
2010-07-16,0.0,6.5695085040000585,0.0,0.0,8.0,0.0,0.0,5.443333333333333,0.0,0.35,0.0,0.0,0.0,2.6666666666666665,0.0
2010-07-17,19.7,8.551687794000076,35.7,19.7,0.2,15.5,0.0,5.662222222222223,19.7,4.925,6.566666666666666,5.166666666666667,0.0,2.733333333333333,11.9
2010-07-18,19.7,4.247527050000038,18.6,0.0,0.1,4.5,0.0,5.662222222222223,19.7,4.925,6.566666666666666,6.666666666666667,0.0,2.766666666666667,18.1
2010-07-19,0.0,40.32319012800036,0.0,0.0,0.0,1.0,2.0,5.662222222222223,0.0,4.925,6.566666666666666,7.0,0.6666666666666666,0.10000000000000002,18.1
2010-07-20,11.0,18.09446523300016,24.6,11.0,2.2,11.5,9.3,5.754444444444444,11.0,7.675,3.6666666666666665,5.666666666666667,3.766666666666667,0.7666666666666667,14.4
2010-07-21,26.7,11.949709434000107,6.6,15.7,20.7,1.0,17.0,5.923333333333334,15.7,6.675,8.9,4.5,9.433333333333334,7.633333333333333,10.4
2010-07-22,15.7,7.588914996000068,3.8,0.0,0.0,3.5,0.0,5.923333333333334,15.7,6.675,8.9,5.333333333333333,8.766666666666667,7.633333333333333,11.666666666666666
2010-07-23,0.0,6.484557963000058,4.3,0.0,0.2,3.0,4.0,5.923333333333334,0.0,6.675,5.233333333333333,2.5,7.0,6.966666666666666,4.8999999999999995
2010-07-24,0.0,52.61270172600047,0.0,0.0,0.0,0.0,0.0,5.923333333333334,0.0,3.925,0.0,2.1666666666666665,1.3333333333333333,0.06666666666666667,2.6999999999999997
2010-07-25,67.0,40.86121022100036,68.6,67.0,6.0,79.5,24.0,6.667777777777778,67.0,16.75,22.333333333333332,27.5,9.333333333333334,2.066666666666667,24.299999999999997
2010-07-26,67.95,27.97704483600025,0.0,0.95,2.8,1.0,0.0,6.678333333333334,67.0,16.9875,22.650000000000002,26.833333333333332,8.0,2.9333333333333336,22.866666666666664
2010-07-27,13.149999999999999,68.64003712800061,18.0,12.2,16.2,16.0,49.0,6.813888888888889,12.2,20.0375,26.71666666666667,32.166666666666664,24.333333333333332,8.333333333333334,28.866666666666664
2010-07-28,37.0,28.911500787000257,2.4,24.8,19.5,5.0,4.2,7.089444444444445,24.8,26.2375,12.65,7.333333333333333,17.733333333333334,12.833333333333334,6.8
