date,kahu,kandaghat,kasauli,solan,arki,discharge
2015-10-14,0.0,0.0,0.0,0.0,0.0,
2015-10-15,7.6,1.8,22.5,19.0,6.6,
2015-10-16,0.0,0.0,0.0,0.0,0.0,
2015-10-17,0.0,0.0,0.0,0.0,0.0,
2015-10-18,0.0,0.0,0.0,0.0,0.0,
2015-10-19,0.0,0.0,0.0,0.0,0.0,
2015-10-20,0.2,0.0,0.0,0.0,0.0,
2015-10-21,0.0,0.0,0.0,0.0,0.0,
2015-10-22,0.0,0.0,0.0,0.0,0.0,
2015-10-23,0.0,0.0,0.0,0.0,0.0,
2015-10-24,0.0,0.0,0.0,0.0,0.0,
2015-10-25,0.0,0.0,0.0,0.0,0.0,
2015-10-26,19.8,2.2,3.5,7.4,14.2,
2015-10-27,0.0,0.0,0.0,0.0,0.0,
2015-10-28,5.4,13.8,1.0,8.2,4.2,
2015-10-29,1.4,0.0,0.0,0.0,0.0,
2015-10-30,0.0,0.0,0.0,0.0,0.0,
2015-10-31,0.0,0.0,0.0,0.0,0.0,
2015-11-01,0.0,0.0,0.0,0.0,0.0,
2015-11-02,0.0,0.0,0.0,0.0,0.0,
2015-11-03,0.0,0.0,0.0,0.0,0.0,
2015-11-04,0.0,0.0,0.0,0.0,0.0,
2015-11-05,0.0,0.4,1.5,0.6,0.0,
2015-11-06,0.0,0.0,0.0,0.0,0.0,
2015-11-07,0.0,0.0,0.0,0.0,0.0,
2015-11-08,0.0,0.0,0.0,0.0,0.0,
2015-11-09,0.0,0.0,0.0,0.0,0.0,
2015-11-10,0.0,0.0,0.0,0.0,0.0,
2015-11-11,0.0,0.0,0.0,0.0,0.0,
2015-11-12,0.0,0.0,0.0,0.0,0.0,
2015-11-13,0.0,0.0,0.0,0.0,0.0,
2015-11-14,0.0,0.0,0.0,0.0,0.0,
2015-11-15,0.0,0.0,0.0,0.0,0.0,
2015-11-16,0.0,0.0,0.0,0.0,0.0,
2015-11-17,0.0,0.0,0.0,0.0,0.0,
2015-11-18,0.0,0.0,0.0,0.0,0.0,
2015-11-19,0.0,0.0,0.0,0.0,0.0,
2015-11-20,0.0,0.0,0.0,0.0,0.0,
2015-11-21,0.0,0.0,0.0,0.0,0.0,
2015-11-22,0.0,0.0,0.0,0.0,0.0,
2015-11-23,0.0,0.0,0.0,0.0,0.0,
2015-11-24,0.0,0.0,0.0,0.0,0.0,
2015-11-25,0.0,0.0,0.0,0.0,0.0,
2015-11-26,0.0,0.0,0.0,0.0,0.0,
2015-11-27,2.8,3.8,0.0,2.4,5.8,
2015-11-28,0.0,4.6,1.0,0.0,9.4,
2015-11-29,0.0,0.0,0.0,0.0,0.0,
2015-11-30,0.0,0.0,0.0,0.0,0.0,
2015-12-01,0.0,0.0,0.0,0.0,0.0,
2015-12-02,0.0,0.0,0.0,0.0,0.0,
2015-12-03,0.0,0.0,0.0,0.0,0.0,
2015-12-04,0.0,0.0,0.0,0.0,0.0,
2015-12-05,0.0,0.0,0.0,0.0,0.0,
2015-12-06,0.0,0.0,0.0,0.0,0.0,
2015-12-07,0.0,0.0,0.0,0.0,0.0,
2015-12-08,0.0,0.0,0.0,0.0,0.0,
2015-12-09,0.0,0.0,0.0,0.0,0.0,
2015-12-10,0.0,0.0,0.0,0.0,0.0,
2015-12-11,32.4,0.8,4.0,2.0,7.4,
2015-12-12,20.0,42.8,19.0,16.7,12.4,
2015-12-13,0.0,0.0,0.0,0.0,0.0,
2015-12-14,0.0,0.0,0.0,0.0,0.0,
2015-12-15,0.0,0.0,0.0,0.0,0.0,
2015-12-16,0.0,0.0,0.0,0.0,0.0,
2015-12-17,0.0,0.0,0.0,0.0,0.0,
2015-12-18,0.0,0.0,0.0,0.6,0.0,
2015-12-19,0.0,0.0,0.0,0.0,0.0,
2015-12-20,0.0,0.0,0.0,0.0,0.0,
2015-12-21,0.0,0.0,0.0,0.0,0.0,
2015-12-22,0.0,0.0,0.0,0.0,0.0,
2015-12-23,0.0,0.0,0.0,0.0,0.0,
2015-12-24,0.0,0.0,0.0,0.0,0.0,
2015-12-25,0.0,0.0,0.0,0.0,0.0,
2015-12-26,0.0,0.0,0.0,0.0,0.0,
2015-12-27,0.0,0.0,0.0,0.0,0.0,
2015-12-28,0.0,0.0,0.0,0.0,0.0,
2015-12-29,0.0,0.0,0.0,0.0,0.0,
2015-12-30,0.0,0.0,0.0,0.0,0.0,
2015-12-31,0.0,0.0,0.0,0.0,0.0,
2016-01-01,0.0,0.0,0.0,0.0,0.0,
2016-01-02,0.0,0.0,0.0,0.0,0.0,
2016-01-03,0.0,0.0,0.0,0.0,0.0,
2016-01-04,0.0,0.0,0.0,0.0,0.0,
2016-01-05,0.0,0.0,0.0,0.0,0.0,
2016-01-06,0.0,0.0,0.0,0.0,0.0,
2016-01-07,0.0,0.0,0.0,0.0,0.0,
2016-01-08,0.0,0.0,0.0,0.0,0.0,
2016-01-09,0.0,0.0,0.0,0.0,0.0,
2016-01-10,0.0,0.0,0.0,0.0,0.0,
2016-01-11,0.0,0.0,0.0,0.0,0.0,
2016-01-12,0.0,0.0,0.0,0.0,0.0,
2016-01-13,0.0,0.0,0.0,0.0,0.0,
2016-01-14,0.0,0.0,0.0,0.0,0.0,
2016-01-15,0.0,0.0,0.0,0.0,0.0,
2016-01-16,0.0,0.0,0.0,0.0,0.0,
2016-01-17,0.0,0.0,0.0,0.0,0.0,
2016-01-18,0.0,0.0,0.0,0.0,0.0,
2016-01-19,0.0,0.0,0.0,0.0,0.0,
2016-01-20,0.0,0.0,0.0,0.0,0.0,
2016-01-21,0.0,0.0,0.0,0.0,0.0,
2016-01-22,0.0,0.0,0.0,0.0,0.0,
2016-01-23,0.0,0.0,0.0,0.0,0.0,
2016-01-24,0.0,0.0,0.0,0.0,0.0,
2016-01-25,0.0,0.0,0.0,0.0,0.0,
2016-01-26,0.0,0.0,0.0,0.0,0.0,
2016-01-27,0.0,0.0,0.0,0.0,0.0,
2016-01-28,0.0,0.0,0.0,0.0,0.0,
2016-01-29,0.0,0.0,0.0,0.0,0.0,
2016-01-30,9.5,10.8,4.0,4.0,10.4,
2016-01-31,0.0,0.0,0.0,0.0,0.0,
2016-02-01,0.0,0.0,0.0,0.0,0.0,
2016-02-02,0.0,0.0,0.0,0.0,0.0,
2016-02-03,0.0,0.0,0.0,0.0,0.0,
2016-02-04,0.0,0.0,0.0,0.0,0.0,
2016-02-05,0.0,0.0,0.0,0.0,0.0,
2016-02-06,0.0,0.0,0.0,0.0,0.0,
2016-02-07,4.5,2.8,0.0,2.2,0.0,
2016-02-08,9.5,0.0,11.0,26.0,14.8,
2016-02-09,0.0,0.0,0.0,0.0,0.0,
2016-02-10,0.0,0.0,0.0,0.0,0.0,
2016-02-11,0.0,0.0,0.0,0.0,0.0,
2016-02-12,0.0,0.0,0.0,0.0,0.0,
2016-02-13,0.0,0.0,0.0,1.2,0.0,
2016-02-14,0.0,1.8,0.0,0.8,0.0,
2016-02-15,0.0,0.0,0.0,0.0,0.0,
2016-02-16,0.0,0.0,0.0,0.0,0.0,
2016-02-17,0.0,0.0,0.0,0.0,0.0,
2016-02-18,0.0,0.0,0.0,0.0,0.0,
2016-02-19,0.0,0.0,0.0,0.0,0.0,
2016-02-20,5.0,45.2,15.6,5.4,7.4,
2016-02-21,4.5,0.0,0.0,0.0,0.0,
2016-02-22,0.0,0.0,0.0,0.0,0.0,
2016-02-23,0.0,0.0,0.0,0.0,0.0,
2016-02-24,0.0,0.0,0.0,0.0,0.0,
2016-02-25,0.0,0.0,0.0,0.0,0.0,
2016-02-26,0.0,0.0,0.0,0.0,0.0,
2016-02-27,0.0,0.0,0.0,0.0,0.0,
2016-02-28,0.0,0.0,0.0,0.0,0.0,
2016-02-29,0.0,0.0,0.0,0.0,0.0,
2016-03-01,0.0,0.0,0.0,0.0,0.0,
2016-03-02,0.0,0.0,0.0,0.0,0.0,
2016-03-03,0.0,0.0,0.0,0.0,0.0,
2016-03-04,0.0,0.0,0.0,0.0,0.0,
2016-03-05,0.0,0.0,0.0,0.0,0.0,
2016-03-06,3.4,1.2,5.5,3.0,0.0,
2016-03-07,17.5,17.4,16.5,6.1,38.4,
2016-03-08,0.0,3.4,0.0,0.0,0.0,
2016-03-09,0.0,0.0,0.0,0.0,0.0,
2016-03-10,0.0,0.0,0.0,0.0,0.0,
2016-03-11,0.5,0.0,0.0,0.0,0.0,
2016-03-12,3.5,1.8,7.5,12.5,31.2,
2016-03-13,27.5,44.2,55.0,32.8,41.4,
2016-03-14,2.7,17.8,10.0,25.0,26.6,
2016-03-15,0.0,4.8,0.0,0.8,0.0,
2016-03-16,0.0,0.0,0.0,0.0,0.0,
2016-03-17,0.0,0.0,0.0,0.0,0.0,
2016-03-18,4.0,1.8,1.0,1.4,0.0,
2016-03-19,0.0,1.2,1.5,1.3,0.0,
2016-03-20,4.0,5.8,5.5,2.0,6.4,
2016-03-21,0.0,0.0,1.5,2.6,0.0,
2016-03-22,0.0,0.0,0.0,0.0,0.0,
2016-03-23,0.0,0.0,0.0,0.0,0.0,
2016-03-24,0.0,0.0,0.0,0.0,0.0,
2016-03-25,0.0,0.0,0.0,0.0,0.0,
2016-03-26,0.0,0.0,0.0,0.0,0.0,
2016-03-27,0.0,0.0,0.0,0.0,0.0,
2016-03-28,0.0,0.0,0.0,0.0,0.0,
2016-03-29,0.0,0.0,0.0,0.0,0.0,
2016-03-30,0.0,0.0,0.0,0.0,0.0,
2016-03-31,0.0,0.0,0.0,0.0,0.0,
2016-04-01,0.0,0.0,0.0,0.0,0.0,
2016-04-02,0.0,0.0,0.0,0.0,0.0,
2016-04-03,0.0,0.0,0.0,0.0,0.0,
2016-04-04,0.0,0.0,0.0,0.0,0.0,
2016-04-05,0.0,1.8,12.5,7.8,0.0,
2016-04-06,0.0,0.0,0.0,0.0,0.0,
2016-04-07,5.4,8.4,0.5,8.2,0.0,
2016-04-08,0.6,0.0,0.0,6.4,0.0,
2016-04-09,0.0,0.0,0.0,0.0,0.0,
2016-04-10,0.0,0.0,0.0,0.0,0.0,
2016-04-11,0.0,0.0,0.0,0.0,0.0,
2016-04-12,0.0,0.0,0.0,0.0,0.0,
2016-04-13,0.0,0.0,0.0,0.0,0.0,
2016-04-14,0.0,0.0,0.0,0.0,0.0,
2016-04-15,0.0,0.0,0.0,0.0,0.0,
2016-04-16,0.0,0.0,0.0,0.0,0.0,
2016-04-17,0.0,0.0,0.0,0.0,0.0,
2016-04-18,0.0,0.4,0.0,0.0,0.0,
2016-04-19,0.0,0.0,0.0,1.6,0.0,
2016-04-20,0.0,0.0,0.0,0.0,0.0,
2016-04-21,0.0,0.0,0.0,0.0,0.0,
2016-04-22,0.0,0.0,4.0,0.0,0.0,
2016-04-23,0.0,0.4,0.0,1.6,0.0,
2016-04-24,0.0,0.0,0.0,0.0,0.0,
2016-04-25,0.0,0.0,0.0,0.0,0.0,
2016-04-26,0.0,0.0,0.0,0.0,0.0,
2016-04-27,0.0,0.0,0.0,0.0,0.0,
2016-04-28,0.0,0.0,0.0,0.0,0.0,
2016-04-29,0.0,0.0,0.0,0.0,0.0,
2016-04-30,0.0,0.0,0.0,0.0,0.0,
2016-05-01,0.0,0.0,0.0,0.0,0.0,
2016-05-02,0.0,0.0,0.0,0.0,0.0,
2016-05-03,0.0,0.0,0.0,0.0,0.0,
2016-05-04,0.0,0.0,0.0,0.0,0.0,
2016-05-05,6.4,1.6,0.0,0.0,0.0,
2016-05-06,0.6,7.125,0.0,18.8,9.1,
2016-05-07,0.0,6.375,20.5,5.0,0.0,
2016-05-08,0.0,0.0,0.0,0.0,0.0,
2016-05-09,0.0,0.0,0.0,0.0,0.0,
2016-05-10,0.0,0.0,0.0,0.0,0.0,
2016-05-11,31.4,59.525000000000006,41.5,49.0,116.2,
2016-05-12,0.0,0.0,0.0,0.0,0.0,
2016-05-13,0.0,0.0,0.0,0.0,0.0,
2016-05-14,0.0,0.0,0.0,0.0,0.0,
2016-05-15,0.0,0.0,0.0,0.0,0.0,
2016-05-16,0.0,0.0,0.0,0.0,0.0,
2016-05-17,0.0,0.0,0.0,0.0,0.0,
2016-05-18,0.0,0.0,0.0,0.0,0.0,
2016-05-19,0.0,0.0,0.0,0.0,0.0,
2016-05-20,0.0,0.0,0.0,0.0,0.0,
2016-05-21,1.5,0.375,0.0,0.0,0.0,
2016-05-22,0.0,0.0,0.0,0.0,0.0,
2016-05-23,0.0,0.0,0.0,0.0,0.0,
2016-05-24,13.0,12.2,10.0,24.4,1.4,
2016-05-25,0.0,0.0,0.0,0.0,0.0,
2016-05-26,0.0,0.0,0.0,0.0,0.0,
2016-05-27,0.0,0.0,0.0,0.0,0.0,
2016-05-28,0.0,0.0,0.0,0.0,0.0,
2016-05-29,4.8,9.9,8.0,17.8,9.0,
2016-05-30,0.6,0.4,0.0,1.0,0.0,
2016-05-31,0.0,0.0,0.0,0.0,0.0,1.1609907270000104
2016-06-01,0.0,0.0,0.0,0.0,0.0,1.0194064920000092
2016-06-02,0.0,0.0,0.0,0.0,0.0,0.906139104000008
2016-06-03,0.0,0.0,0.0,0.0,0.0,0.8211885630000073
2016-06-04,0.0,0.0,0.0,0.0,0.0,0.7079211750000063
2016-06-05,0.0,0.0,0.0,0.0,0.0,0.5380200930000048
2016-06-06,1.0,6.825,7.5,18.8,0.0,0.7079211750000063
2016-06-07,25.4,14.6,7.0,26.0,0.0,2.2936646070000206
2016-06-08,9.8,18.625,18.5,7.6,38.6,4.559012367000041
2016-06-09,12.5,5.325,6.0,2.8,0.0,3.029902629000027
2016-06-10,1.2,6.425,4.5,0.0,20.0,2.20871406600002
2016-06-11,0.0,0.25,1.0,0.0,0.0,1.783961361000016
2016-06-12,0.0,0.0,0.0,0.0,0.0,1.6423771260000146
2016-06-13,0.0,1.35,0.0,0.0,5.4,1.5007928910000137
2016-06-14,0.0,37.15,53.0,0.0,95.6,8.041984548000071
2016-06-15,31.4,44.325,72.5,4.0,69.4,48.45012521700043
2016-06-16,43.5,53.05,46.0,41.5,81.2,80.84459818500072
2016-06-17,0.0,0.125,0.0,0.5,0.0,9.571094286000086
2016-06-18,0.0,0.0,0.0,0.0,0.0,4.47406182600004
2016-06-19,0.0,2.625,10.5,0.0,0.0,3.5112890280000317
2016-06-20,0.0,0.0,0.0,0.0,0.0,3.001585782000027
2016-06-21,0.0,1.8,2.5,4.7,0.0,3.058219476000027
2016-06-22,0.0,1.375,1.0,4.5,0.0,3.34138794600003
2016-06-23,0.8,6.45,20.5,4.5,0.0,2.690100465000024
2016-06-24,0.0,0.0,0.0,0.0,0.0,2.2936646070000206
2016-06-25,0.0,0.0,0.0,0.0,0.0,1.670693973000015
2016-06-26,1.5,7.5,24.5,4.0,0.0,2.18039721900002
2016-06-27,0.0,0.0,0.0,0.0,0.0,2.350298301000021
2016-06-28,1.5,0.75,1.5,0.0,0.0,2.2936646070000206
2016-06-29,2.5,1.25,2.5,0.0,0.0,3.256437405000029
2016-06-30,0.0,0.0,0.0,0.0,0.0,3.3980216400000303
2016-07-01,24.8,31.325,15.5,0.0,85.0,9.08970788700008
2016-07-02,13.8,65.95,13.0,42.0,195.0,109.18976203200096
2016-07-03,53.0,48.875,19.5,18.0,105.0,15.942384861000145
2016-07-04,1.0,2.75,10.0,0.0,0.0,7.220795985000064
2016-07-05,0.0,0.5,2.0,0.0,0.0,6.5695085040000585
2016-07-06,17.4,7.625,12.5,0.6,0.0,9.514460592000084
2016-07-07,0.0,0.0,0.0,0.0,0.0,4.6439629080000415
2016-07-08,0.0,0.0,0.0,0.0,0.0,4.134259662000037
2016-07-09,0.0,0.0,0.0,0.0,0.0,4.700596602000042
2016-07-10,2.5,0.975,0.0,1.4,0.0,4.360794438000039
2016-07-11,0.0,1.75,7.0,0.0,0.0,3.992675427000036
2016-07-12,0.0,1.875,5.5,2.0,0.0,4.105942815000037
2016-07-13,0.0,5.75,0.0,3.0,20.0,4.898814531000044
2016-07-14,1.8,7.95,0.0,0.0,30.0,5.52178516500005
2016-07-15,0.0,0.0,0.0,0.0,0.0,4.134259662000037
2016-07-16,0.0,0.125,0.5,0.0,0.0,4.105942815000037
2016-07-17,0.0,1.9,0.0,7.6,0.0,19.906743441000177
2016-07-18,10.0,16.95,35.0,7.8,15.0,9.486143745000083
2016-07-19,13.4,6.975,4.5,10.0,0.0,6.116438952000054
2016-07-20,0.0,1.75,0.0,0.0,7.0,4.559012367000041
2016-07-21,0.0,0.0,0.0,0.0,0.0,3.907724886000035
2016-07-22,11.8,13.25,35.0,1.2,5.0,4.304160744000038
2016-07-23,4.0,20.9,40.0,1.2,38.4,6.371290575000057
2016-07-24,2.4,2.95,0.0,9.4,0.0,4.700596602000042
2016-07-25,0.0,0.3,0.0,1.2,0.0,3.9643585800000354
2016-07-26,0.0,3.625,14.5,0.0,0.0,29.930907279000262
2016-07-27,0.0,8.45,20.0,13.8,0.0,5.493468318000049
2016-07-28,1.0,0.4,0.0,0.6,0.0,6.65445904500006
2016-07-29,0.0,0.0,0.0,0.0,0.0,8.070301395000072
2016-07-30,0.0,7.45,5.0,24.8,0.0,15.206146839000136
2016-07-31,6.5,9.833333333333334,0.0,9.833333333333334,23.0,23.58793355100021
2016-08-01,16.2,42.875,88.5,12.8,54.0,157.8947388720014
2016-08-02,0.0,11.8,5.0,1.8,40.4,36.302197854000326
2016-08-03,0.4,2.6,1.0,3.0,6.0,26.41961825100024
2016-08-04,0.0,0.125,0.5,0.0,0.0,24.89050851300022
2016-08-05,0.0,4.25,0.0,1.0,16.0,20.21822875800018
2016-08-06,2.0,3.0,0.0,0.0,10.0,30.497244219000272
2016-08-07,33.5,44.675,32.5,52.7,60.0,148.72008044400133
2016-08-08,2.0,28.9,2.0,4.6,107.0,43.55131068600039
2016-08-09,0.0,0.0,0.0,0.0,0.0,69.09310668000062
2016-08-10,43.5,15.05,4.5,4.2,8.0,44.4574497900004
2016-08-11,0.7,4.35,4.5,4.2,8.0,109.21807887900096
2016-08-12,42.2,39.025000000000006,36.5,15.4,62.0,88.23529525200078
2016-08-13,4.2,12.275,37.5,7.4,0.0,70.11251317200063
2016-08-14,9.8,9.325,20.5,7.0,0.0,45.3352720470004
2016-08-15,0.0,0.0,0.0,0.0,0.0,32.08298765100029
2016-08-16,0.0,0.0,0.0,0.0,0.0,24.380805267000216
2016-08-17,0.0,0.0,0.0,0.0,0.0,25.82496446400023
2016-08-18,10.0,17.5,0.0,0.0,60.0,21.9738732720002
2016-08-19,0.0,0.0,0.0,0.0,0.0,17.78297991600016
2016-08-20,0.4,0.95,0.0,3.4,0.0,33.159027837000295
2016-08-21,40.7,14.5,2.3,3.0,12.0,17.72634622200016
2016-08-22,1.4,5.225,5.5,0.0,14.0,30.29902629000027
2016-08-23,13.2,13.35,12.0,13.2,15.0,22.5685270590002
2016-08-24,0.8,0.2,0.0,0.0,0.0,19.00060433700017
2016-08-25,0.0,0.0,0.0,0.0,0.0,17.216642976000152
2016-08-26,0.0,0.0,0.0,0.0,0.0,39.61526895300035
2016-08-27,10.0,12.8,31.0,6.2,4.0,19.28377280700017
2016-08-28,0.0,0.0,0.0,0.0,0.0,16.395454413000145
2016-08-29,0.0,0.25,0.0,1.0,0.0,25.51347914700023
2016-08-30,11.5,17.475,47.0,4.4,7.0,18.71743586700017
2016-08-31,0.5,0.125,0.0,0.0,0.0,19.42535704200017
2016-09-01,1.0,6.25,19.0,5.0,0.0,24.947142207000223
2016-09-02,7.5,24.5,80.5,0.0,10.0,24.60734004300022
2016-09-03,0.0,0.0,0.0,0.0,0.0,16.84852396500015
2016-09-04,0.0,0.0,0.0,0.0,0.0,15.60258269700014
2016-09-05,0.0,0.0,0.0,0.0,0.0,14.300007735000127
2016-09-06,0.0,0.75,3.0,0.0,0.0,17.556445140000157
2016-09-07,0.0,0.125,0.5,0.0,0.0,12.799214844000112
2016-09-08,0.0,0.0,0.0,0.0,0.0,18.57585163200017
2016-09-09,14.6,5.15,6.0,0.0,0.0,17.10337558800015
2016-09-10,2.7,1.025,0.0,1.4,0.0,16.53703864800015
2016-09-11,1.0,0.25,0.0,0.0,0.0,24.918825360000223
2016-09-12,0.0,11.0,5.0,0.0,39.0,21.09605101500019
2016-09-13,0.0,0.0,0.0,0.0,0.0,17.329910364000156
2016-09-14,9.2,3.55,0.0,0.0,5.0,14.724760440000132
2016-09-15,0.0,0.0,0.0,0.0,0.0,10.817035554000096
2016-09-16,0.0,0.0,0.0,0.0,0.0,9.14634158100008
2016-09-17,0.0,0.0,0.0,0.0,0.0,9.429510051000085
2016-09-18,0.5,0.125,0.0,0.0,0.0,9.14634158100008
2016-09-19,0.0,0.0,0.0,0.0,0.0,7.8720834660000705
2016-09-20,0.0,0.0,0.0,0.0,0.0,6.937627515000062
2016-09-21,0.0,0.0,0.0,0.0,0.0,16.67862288300015
2016-09-22,1.7,1.425,3.0,1.0,0.0,12.827531691000114
2016-09-23,4.0,4.2,9.0,3.8,0.0,9.372876357000084
2016-09-24,0.0,0.0,0.0,0.0,0.0,7.503964455000067
2016-09-25,0.0,0.0,0.0,0.0,0.0,7.730499231000069
2016-09-26,0.0,0.0,0.0,0.0,0.0,6.512874810000058
2016-09-27,0.0,0.0,0.0,0.0,0.0,6.088122105000054
2016-09-28,0.0,0.0,0.0,0.0,0.0,6.880993821000062
2016-09-29,0.0,0.0,0.0,0.0,0.0,6.512874810000058
2016-09-30,0.0,0.0,0.0,0.0,0.0,
2016-10-01,0.0,0.0,0.0,0.0,0.0,
2016-10-02,0.0,2.5,10.0,0.0,0.0,
2016-10-03,0.0,1.0,4.0,0.0,0.0,
2016-10-04,0.0,0.0,0.0,0.0,0.0,
2016-10-05,0.0,0.0,0.0,0.0,0.0,
2016-10-06,10.0,10.125,30.5,0.0,0.0,
2016-10-07,0.0,0.0,0.0,0.0,0.0,
2016-10-08,0.0,0.0,0.0,0.0,0.0,
2016-10-09,0.0,0.0,0.0,0.0,0.0,
2016-10-10,0.0,0.0,0.0,0.0,0.0,
2016-10-11,0.0,0.0,0.0,0.0,0.0,
2016-10-12,0.0,0.0,0.0,0.0,0.0,
2016-10-13,0.0,0.0,0.0,0.0,0.0,
2016-10-14,0.0,0.0,0.0,0.0,0.0,
2016-10-15,0.0,0.0,0.0,0.0,0.0,
2016-10-16,0.0,0.0,0.0,0.0,0.0,
2016-10-17,0.0,0.0,0.0,0.0,0.0,
2016-10-18,0.0,0.0,0.0,0.0,0.0,
2016-10-19,0.0,0.0,0.0,0.0,0.0,
2016-10-20,0.0,0.0,0.0,0.0,0.0,
2016-10-21,0.0,0.0,0.0,0.0,0.0,
2016-10-22,0.0,0.0,0.0,0.0,0.0,
2016-10-23,0.0,0.0,0.0,0.0,0.0,
2016-10-24,0.0,0.0,0.0,0.0,0.0,
2016-10-25,0.0,0.0,0.0,0.0,0.0,
2016-10-26,0.0,0.0,0.0,0.0,0.0,
2016-10-27,0.0,0.0,0.0,0.0,0.0,
2016-10-28,0.0,0.0,0.0,0.0,0.0,
2016-10-29,0.0,0.0,0.0,0.0,0.0,
2016-10-30,0.0,0.0,0.0,0.0,0.0,
2016-10-31,0.0,0.0,0.0,0.0,0.0,
2016-11-01,0.0,0.0,0.0,0.0,0.0,
2016-11-02,0.0,0.0,0.0,0.0,0.0,
2016-11-03,0.0,0.0,0.0,0.0,0.0,
2016-11-04,0.0,0.0,0.0,0.0,0.0,
2016-11-05,0.0,0.0,0.0,0.0,0.0,
2016-11-06,0.0,0.0,0.0,0.0,0.0,
2016-11-07,0.0,0.0,0.0,0.0,0.0,
2016-11-08,0.0,0.0,0.0,0.0,0.0,
2016-11-09,0.0,0.0,0.0,0.0,0.0,
2016-11-10,0.0,0.0,0.0,0.0,0.0,
2016-11-11,0.0,0.0,0.0,0.0,0.0,
2016-11-12,0.0,0.0,0.0,0.0,0.0,
2016-11-13,0.0,0.0,0.0,0.0,0.0,
2016-11-14,0.0,0.0,0.0,0.0,0.0,
2016-11-15,0.0,0.0,0.0,0.0,0.0,
2016-11-16,0.0,0.0,0.0,0.0,0.0,
2016-11-17,0.0,0.0,0.0,0.0,0.0,
2016-11-18,0.0,0.0,0.0,0.0,0.0,
2016-11-19,0.0,0.0,0.0,0.0,0.0,
2016-11-20,0.0,0.0,0.0,0.0,0.0,
2016-11-21,0.0,0.0,0.0,0.0,0.0,
2016-11-22,0.0,0.0,0.0,0.0,0.0,
2016-11-23,0.0,0.0,0.0,0.0,0.0,
2016-11-24,0.0,0.0,0.0,0.0,0.0,
2016-11-25,0.0,0.0,0.0,0.0,0.0,
2016-11-26,0.0,0.0,0.0,0.0,0.0,
2016-11-27,0.0,0.0,0.0,0.0,0.0,
2016-11-28,0.0,0.0,0.0,0.0,0.0,
2016-11-29,0.0,0.0,0.0,0.0,0.0,
2016-11-30,0.0,0.0,0.0,0.0,0.0,
2016-12-01,0.0,0.0,0.0,0.0,0.0,
2016-12-02,0.0,0.0,0.0,0.0,0.0,
2016-12-03,0.0,0.0,0.0,0.0,0.0,
2016-12-04,0.0,0.0,0.0,0.0,0.0,
2016-12-05,0.0,0.0,0.0,0.0,0.0,
2016-12-06,0.0,0.0,0.0,0.0,0.0,
2016-12-07,0.0,0.0,0.0,0.0,0.0,
2016-12-08,0.0,0.0,0.0,0.0,0.0,
2016-12-09,0.0,0.0,0.0,0.0,0.0,
2016-12-10,0.0,0.0,0.0,0.0,0.0,
2016-12-11,0.0,0.0,0.0,0.0,0.0,
2016-12-12,0.0,0.0,0.0,0.0,0.0,
2016-12-13,0.0,0.0,0.0,0.0,0.0,
2016-12-14,0.0,0.0,0.0,0.0,0.0,
2016-12-15,0.0,0.0,0.0,0.0,0.0,
2016-12-16,0.0,0.0,0.0,0.0,0.0,
2016-12-17,0.0,0.0,0.0,0.0,0.0,
2016-12-18,0.0,0.0,0.0,0.0,0.0,
2016-12-19,0.0,0.0,0.0,0.0,0.0,
2016-12-20,0.0,0.0,0.0,0.0,0.0,
2016-12-21,0.0,0.0,0.0,0.0,0.0,
2016-12-22,0.0,0.0,0.0,0.0,0.0,
2016-12-23,0.0,0.0,0.0,0.0,0.0,
2016-12-24,0.0,0.0,0.0,0.0,0.0,
2016-12-25,1.2,0.2,10.5,5.8,0.0,
2016-12-26,6.5,0.0,0.0,2.8,0.0,
2016-12-27,0.0,0.0,0.0,0.0,0.0,
2016-12-28,0.0,0.0,0.0,0.0,0.0,
2016-12-29,0.0,0.0,0.0,0.0,0.0,
2016-12-30,0.0,0.0,0.0,0.0,0.0,
2016-12-31,0.0,0.0,0.0,0.0,0.0,
2017-01-01,0.0,0.0,0.0,0.0,0.0,
2017-01-02,0.0,0.0,0.0,0.0,0.0,
2017-01-03,0.0,0.0,0.0,0.0,0.0,
2017-01-04,0.0,0.0,0.0,0.0,0.0,
2017-01-05,0.0,0.0,0.0,0.0,0.0,
2017-01-06,0.0,0.0,0.0,0.0,0.0,
2017-01-07,58.0,193.0,66.5,38.4,0.0,
2017-01-08,23.3,0.0,30.5,30.2,0.0,
2017-01-09,0.0,0.0,2.5,0.0,0.0,
2017-01-10,0.0,0.0,0.0,0.0,0.0,
2017-01-11,0.0,0.0,0.0,0.0,0.0,
2017-01-12,0.0,0.0,0.0,0.0,0.0,
2017-01-13,0.0,0.0,0.0,0.0,0.0,
2017-01-14,0.0,0.0,0.0,0.0,0.0,
2017-01-15,0.0,0.0,0.0,0.0,0.0,
2017-01-16,12.5,44.3,9.0,6.2,0.0,
2017-01-17,1.0,0.0,0.0,2.8,0.0,
2017-01-18,0.0,0.0,0.0,0.0,0.0,
2017-01-19,0.0,0.0,0.0,0.0,0.0,
2017-01-20,0.0,0.0,0.0,0.0,0.0,
2017-01-21,0.0,0.0,0.0,0.0,0.0,
2017-01-22,0.0,0.0,0.0,1.6,0.0,
